date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
07-2007,,,"Abilene, TX",33,33,0,0,0,0,
07-2007,,,"Akron, OH",84,69,0,0,15,1,
07-2007,,,"Albany, GA",38,31,4,3,0,0,
07-2007,,,"Albany-Schenectady-Troy, NY",125,99,6,4,16,2,
07-2007,,,"Albuquerque, NM",367,323,0,7,37,3,
07-2007,,,"Alexandria, LA",42,42,0,0,0,0,
07-2007,,,"Allentown-Bethlehem-Easton, PA-NJ",283,268,0,3,12,2,
07-2007,,,"Altoona, PA",6,6,0,0,0,0,
07-2007,,,"Amarillo, TX",57,57,0,0,0,0,
07-2007,,,"Ames, IA",40,23,0,0,17,1,
07-2007,,,"Anchorage, AK",83,31,10,0,42,3,
07-2007,,,"Anderson, IN",6,4,2,0,0,0,
07-2007,,,"Anderson, SC",128,78,6,8,36,6,
07-2007,,,"Ann Arbor, MI",29,29,0,0,0,0,
07-2007,,,"Anniston-Oxford, AL",11,11,0,0,0,0,
07-2007,,,"Appleton, WI",52,47,0,0,5,1,
07-2007,,,"Asheville, NC",303,289,2,7,5,1,
07-2007,,,"Athens-Clarke County, GA",69,66,0,3,0,0,
07-2007,,,"Atlanta-Sandy Springs-Marietta, GA",3297,2495,26,37,739,20,
07-2007,,,"Atlantic City, NJ",92,92,0,0,0,0,
07-2007,,,"Auburn-Opelika, AL",120,102,2,0,16,1,
07-2007,,,"Augusta-Richmond County, GA-SC",172,172,0,0,0,0,
07-2007,,,"Austin-Round Rock, TX",3720,1074,22,328,2296,51,
07-2007,,,"Bakersfield, CA",331,278,12,41,0,0,
07-2007,,,"Baltimore-Towson, MD",756,716,10,7,23,1,
07-2007,,,"Bangor, ME",16,14,2,0,0,0,
07-2007,,,"Barnstable Town, MA",75,70,0,0,5,1,
07-2007,,,"Baton Rouge, LA",544,329,0,0,215,23,
07-2007,,,"Battle Creek, MI",7,7,0,0,0,0,
07-2007,,,"Bay City, MI",3,3,0,0,0,0,
07-2007,,,"Beaumont-Port Arthur, TX",379,68,0,4,307,13,
07-2007,,,"Bellingham, WA",99,66,0,0,33,1,
07-2007,,,"Bend, OR",153,148,2,3,0,0,
07-2007,,,"Billings, MT",50,50,0,0,0,0,
07-2007,,,"Binghamton, NY",2,2,0,0,0,0,
07-2007,,,"Birmingham-Hoover, AL",449,449,0,0,0,0,
07-2007,,,"Bismarck, ND",74,66,0,0,8,1,
07-2007,,,"Bloomington, IN",31,31,0,0,0,0,
07-2007,,,"Bloomington-Normal, IL",41,32,0,0,9,1,
07-2007,,,"Boise City-Nampa, ID",341,304,22,4,11,2,
07-2007,,,"Boston-Cambridge-Quincy, MA-NH",1109,455,28,22,604,21,
07-2007,,,"Boulder, CO",49,29,4,8,8,1,
07-2007,,,"Bowling Green, KY",58,44,4,0,10,1,
07-2007,,,"Bremerton-Silverdale, WA",89,89,0,0,0,0,
07-2007,,,"Bridgeport-Stamford-Norwalk, CT",223,122,8,0,93,1,
07-2007,,,"Brownsville-Harlingen, TX",157,147,2,8,0,0,
07-2007,,,"Brunswick, GA",60,58,2,0,0,0,
07-2007,,,"Buffalo-Niagara Falls, NY",229,103,0,0,126,4,
07-2007,,,"Burlington, NC",123,123,0,0,0,0,
07-2007,,,"Burlington-South Burlington, VT",33,31,2,0,0,0,
07-2007,,,"Canton-Massillon, OH",58,53,0,0,5,1,
07-2007,,,"Cape Coral-Fort Myers, FL",219,203,4,4,8,1,
07-2007,,,"Carson City, NV",4,4,0,0,0,0,
07-2007,,,"Casper, WY",21,21,0,0,0,0,
07-2007,,,"Cedar Rapids, IA",176,51,6,11,108,9,
07-2007,,,"Champaign-Urbana, IL",184,31,0,0,153,2,
07-2007,,,"Charleston, WV",37,37,0,0,0,0,
07-2007,,,"Charleston-North Charleston, SC",505,505,0,0,0,0,
07-2007,,,"Charlotte-Gastonia-Concord, NC-SC",1792,1258,2,11,521,18,
07-2007,,,"Charlottesville, VA",114,114,0,0,0,0,
07-2007,,,"Chattanooga, TN-GA",170,153,2,0,15,2,
07-2007,,,"Cheyenne, WY",29,29,0,0,0,0,
07-2007,,,"Chicago-Naperville-Joliet, IL-IN-WI",2651,1734,42,117,758,61,
07-2007,,,"Chico, CA",63,60,0,3,0,0,
