date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
01-2006,,,"Abilene, TX",25,25,0,0,0,0,
01-2006,,,"Akron, OH",109,90,0,3,16,1,
01-2006,,,"Albany, GA",55,47,4,4,0,0,
01-2006,,,"Albany-Schenectady-Troy, NY",76,57,4,0,15,2,
01-2006,,,"Albuquerque, NM",506,477,0,7,22,1,
01-2006,,,"Alexandria, LA",60,60,0,0,0,0,
01-2006,,,"Allentown-Bethlehem-Easton, PA-NJ",292,276,0,0,16,2,
01-2006,,,"Altoona, PA",2,2,0,0,0,0,
01-2006,,,"Amarillo, TX",95,95,0,0,0,0,
01-2006,,,"Ames, IA",34,10,0,0,24,2,
01-2006,,,"Anchorage, AK",64,38,10,16,0,0,
01-2006,,,"Anderson, IN",19,19,0,0,0,0,
01-2006,,,"Anderson, SC",87,87,0,0,0,0,
01-2006,,,"Ann Arbor, MI",50,45,0,0,5,1,
01-2006,,,"Anniston-Oxford, AL",18,18,0,0,0,0,
01-2006,,,"Appleton, WI",42,40,2,0,0,0,
01-2006,,,"Asheville, NC",260,230,2,18,10,2,
01-2006,,,"Athens-Clarke County, GA",88,88,0,0,0,0,
01-2006,,,"Atlanta-Sandy Springs-Marietta, GA",6315,4526,14,110,1665,69,
01-2006,,,"Atlantic City, NJ",180,172,4,4,0,0,
01-2006,,,"Auburn-Opelika, AL",176,164,12,0,0,0,
01-2006,,,"Augusta-Richmond County, GA-SC",238,238,0,0,0,0,
01-2006,,,"Austin-Round Rock, TX",2248,1992,20,104,132,5,
01-2006,,,"Bakersfield, CA",402,379,4,12,7,1,
01-2006,,,"Baltimore-Towson, MD",638,588,2,0,48,5,
01-2006,,,"Bangor, ME",19,17,2,0,0,0,
01-2006,,,"Barnstable Town, MA",69,51,0,7,11,1,
01-2006,,,"Baton Rouge, LA",443,397,0,3,43,4,
01-2006,,,"Battle Creek, MI",7,7,0,0,0,0,
01-2006,,,"Bay City, MI",4,4,0,0,0,0,
01-2006,,,"Beaumont-Port Arthur, TX",64,35,0,0,29,1,
01-2006,,,"Bellingham, WA",76,76,0,0,0,0,
01-2006,,,"Bend, OR",242,236,6,0,0,0,
01-2006,,,"Billings, MT",39,39,0,0,0,0,
01-2006,,,"Binghamton, NY",0,0,0,0,0,0,
01-2006,,,"Birmingham-Hoover, AL",701,608,10,0,83,5,
01-2006,,,"Bismarck, ND",14,11,0,3,0,0,
01-2006,,,"Bloomington, IN",63,28,12,3,20,1,
01-2006,,,"Bloomington-Normal, IL",49,39,0,0,10,1,
01-2006,,,"Boise City-Nampa, ID",772,735,2,35,0,0,
01-2006,,,"Boston-Cambridge-Quincy, MA-NH",877,459,64,10,344,25,
01-2006,,,"Boulder, CO",50,45,0,0,5,1,
01-2006,,,"Bowling Green, KY",97,59,2,6,30,2,
01-2006,,,"Bremerton-Silverdale, WA",76,74,2,0,0,0,
01-2006,,,"Bridgeport-Stamford-Norwalk, CT",96,87,4,0,5,1,
01-2006,,,"Brownsville-Harlingen, TX",452,244,6,4,198,16,
01-2006,,,"Brunswick, GA",80,69,0,0,11,1,
01-2006,,,"Buffalo-Niagara Falls, NY",65,65,0,0,0,0,
01-2006,,,"Burlington, NC",147,99,0,0,48,4,
01-2006,,,"Burlington-South Burlington, VT",34,27,4,3,0,0,
01-2006,,,"Canton-Massillon, OH",63,58,0,0,5,1,
01-2006,,,"Cape Coral-Fort Myers, FL",1929,1490,0,76,363,30,
01-2006,,,"Carson City, NV",3,3,0,0,0,0,
01-2006,,,"Casper, WY",14,14,0,0,0,0,
01-2006,,,"Cedar Rapids, IA",47,40,0,7,0,0,
01-2006,,,"Champaign-Urbana, IL",33,33,0,0,0,0,
01-2006,,,"Charleston, WV",18,18,0,0,0,0,
01-2006,,,"Charleston-North Charleston, SC",700,648,0,7,45,7,
01-2006,,,"Charlotte-Gastonia-Concord, NC-SC",1629,1607,2,6,14,2,
01-2006,,,"Charlottesville, VA",153,96,2,3,52,2,
01-2006,,,"Chattanooga, TN-GA",240,227,4,0,9,1,
01-2006,,,"Cheyenne, WY",58,49,0,4,5,1,
01-2006,,,"Chicago-Naperville-Joliet, IL-IN-WI",3894,1882,56,200,1756,69,
01-2006,,,"Chico, CA",73,65,8,0,0,0,
01-2006,,,"Cincinnati-Middletown, OH-KY-IN",681,552,6,15,108,10,
01-2006,,,"Clarksville, TN-KY",125,119,0,0,6,1,
01-2006,,,"Cleveland, TN",59,52,4,3,0,0,
01-2006,,,"Cleveland-Elyria-Mentor, OH",317,287,0,30,0,0,
01-2006,,,"Coeur dAlene, ID",130,118,12,0,0,0,
01-2006,,,"College Station-Bryan, TX",120,88,0,0,32,5,
01-2006,,,"Colorado Springs, CO",443,435,2,6,0,0,
01-2006,,,"Columbia, MO",101,90,8,3,0,0,
01-2006,,,"Columbia, SC",619,542,2,16,59,3,
01-2006,,,"Columbus, GA-AL",181,145,0,3,33,2,
