date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
11-2007,,,"Abilene, TX",22,22,0,0,0,0,91
11-2007,,,"Akron, OH",70,59,0,0,11,1,69
11-2007,,,"Albany, GA",21,19,2,0,0,0,84
11-2007,,,"Albany-Schenectady-Troy, NY",83,64,0,3,16,2,59
11-2007,,,"Albuquerque, NM",276,148,0,128,0,0,100
11-2007,,,"Alexandria, LA",29,29,0,0,0,0,97
11-2007,,,"Allentown-Bethlehem-Easton, PA-NJ",205,184,2,3,16,3,100
11-2007,,,"Altoona, PA",2,2,0,0,0,0,7
11-2007,,,"Amarillo, TX",45,25,0,0,20,1,79
11-2007,,,"Ames, IA",13,13,0,0,0,0,92
11-2007,,,"Anchorage, AK",112,17,12,0,83,2,100
11-2007,,,"Anderson, IN",8,8,0,0,0,0,73
11-2007,,,"Anderson, SC",52,52,0,0,0,0,90
11-2007,,,"Ann Arbor, MI",27,22,0,0,5,1,72
11-2007,,,"Anniston-Oxford, AL",10,10,0,0,0,0,78
11-2007,,,"Appleton, WI",28,25,0,3,0,0,79
11-2007,,,"Asheville, NC",185,170,2,0,13,2,88
11-2007,,,"Athens-Clarke County, GA",42,29,0,0,13,2,73
11-2007,,,"Atlanta-Sandy Springs-Marietta, GA",2177,1559,4,12,602,20,100
11-2007,,,"Atlantic City, NJ",64,64,0,0,0,0,100
11-2007,,,"Auburn-Opelika, AL",268,193,0,3,72,4,100
11-2007,,,"Augusta-Richmond County, GA-SC",139,139,0,0,0,0,80
11-2007,,,"Austin-Round Rock, TX",1375,591,22,11,751,25,100
11-2007,,,"Bakersfield, CA",208,166,12,30,0,0,90
11-2007,,,"Baltimore-Towson, MD",321,266,0,11,44,3,100
11-2007,,,"Bangor, ME",8,8,0,0,0,0,49
11-2007,,,"Barnstable Town, MA",42,37,0,0,5,1,88
11-2007,,,"Baton Rouge, LA",206,174,32,0,0,0,94
11-2007,,,"Battle Creek, MI",4,4,0,0,0,0,55
11-2007,,,"Bay City, MI",2,2,0,0,0,0,21
11-2007,,,"Beaumont-Port Arthur, TX",23,23,0,0,0,0,76
11-2007,,,"Bellingham, WA",45,31,2,0,12,2,69
11-2007,,,"Bend, OR",116,83,0,3,30,5,100
11-2007,,,"Billings, MT",29,29,0,0,0,0,90
11-2007,,,"Binghamton, NY",4,4,0,0,0,0,18
11-2007,,,"Birmingham-Hoover, AL",391,272,0,0,119,6,100
11-2007,,,"Bismarck, ND",84,76,0,8,0,0,98
11-2007,,,"Bloomington, IN",272,23,0,0,249,9,86
11-2007,,,"Bloomington-Normal, IL",36,23,0,0,13,2,84
11-2007,,,"Boise City-Nampa, ID",304,205,4,95,0,0,100
11-2007,,,"Boston-Cambridge-Quincy, MA-NH",615,395,32,30,158,13,100
11-2007,,,"Boulder, CO",33,28,0,0,5,1,78
11-2007,,,"Bowling Green, KY",40,34,6,0,0,0,99
11-2007,,,"Bremerton-Silverdale, WA",50,50,0,0,0,0,84
11-2007,,,"Bridgeport-Stamford-Norwalk, CT",198,90,24,0,84,1,90
11-2007,,,"Brownsville-Harlingen, TX",97,85,12,0,0,0,86
11-2007,,,"Brunswick, GA",30,30,0,0,0,0,80
11-2007,,,"Buffalo-Niagara Falls, NY",58,56,2,0,0,0,78
11-2007,,,"Burlington, NC",86,86,0,0,0,0,92
11-2007,,,"Burlington-South Burlington, VT",45,35,4,6,0,0,82
11-2007,,,"Canton-Massillon, OH",38,33,0,0,5,1,82
11-2007,,,"Cape Coral-Fort Myers, FL",108,96,4,0,8,1,100
11-2007,,,"Carson City, NV",0,0,0,0,0,0,100
11-2007,,,"Casper, WY",19,19,0,0,0,0,86
11-2007,,,"Cedar Rapids, IA",79,52,12,15,0,0,86
11-2007,,,"Champaign-Urbana, IL",72,30,0,4,38,3,66
11-2007,,,"Charleston, WV",11,11,0,0,0,0,43
11-2007,,,"Charleston-North Charleston, SC",358,318,0,4,36,4,100
11-2007,,,"Charlotte-Gastonia-Concord, NC-SC",1573,842,6,14,711,29,100
11-2007,,,"Charlottesville, VA",53,53,0,0,0,0,66
11-2007,,,"Chattanooga, TN-GA",116,85,4,0,27,4,82
11-2007,,,"Cheyenne, WY",15,15,0,0,0,0,100
11-2007,,,"Chicago-Naperville-Joliet, IL-IN-WI",2047,1074,34,124,815,45,100
11-2007,,,"Chico, CA",52,52,0,0,0,0,89
11-2007,,,"Cincinnati-Middletown, OH-KY-IN",416,282,4,19,111,11,100
11-2007,,,"Clarksville, TN-KY",212,171,2,39,0,0,54
11-2007,,,"Cleveland, TN",24,20,4,0,0,0,81
11-2007,,,"Cleveland-Elyria-Mentor, OH",365,205,0,6,154,14,100
11-2007,,,"Coeur dAlene, ID",58,41,2,0,15,1,97
11-2007,,,"College Station-Bryan, TX",56,49,0,0,7,1,98
11-2007,,,"Colorado Springs, CO",173,157,4,0,12,1,100
