date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
07-2009,,,"Abilene, TX",15,15,0,0,0,0,96
07-2009,,,"Akron, OH",52,46,0,0,6,1,71
07-2009,,,"Albany, GA",17,17,0,0,0,0,92
07-2009,,,"Albany-Schenectady-Troy, NY",92,68,2,0,22,2,69
07-2009,,,"Albuquerque, NM",172,157,0,3,12,1,100
07-2009,,,"Alexandria, LA",15,15,0,0,0,0,98
07-2009,,,"Allentown-Bethlehem-Easton, PA-NJ",201,159,0,3,39,5,100
07-2009,,,"Altoona, PA",4,4,0,0,0,0,5
07-2009,,,"Amarillo, TX",74,58,0,0,16,2,94
07-2009,,,"Ames, IA",12,12,0,0,0,0,93
07-2009,,,"Anchorage, AK",48,42,2,4,0,0,100
07-2009,,,"Anderson, IN",5,5,0,0,0,0,75
07-2009,,,"Anderson, SC",20,20,0,0,0,0,90
07-2009,,,"Ann Arbor, MI",20,15,0,0,5,1,72
07-2009,,,"Anniston-Oxford, AL",3,3,0,0,0,0,77
07-2009,,,"Appleton, WI",31,27,4,0,0,0,78
07-2009,,,"Asheville, NC",87,87,0,0,0,0,89
07-2009,,,"Athens-Clarke County, GA",28,28,0,0,0,0,67
07-2009,,,"Atlanta-Sandy Springs-Marietta, GA",527,499,2,8,18,3,100
07-2009,,,"Atlantic City-Hammonton, NJ",45,41,4,0,0,0,100
07-2009,,,"Auburn-Opelika, AL",59,49,2,0,8,1,100
07-2009,,,"Augusta-Richmond County, GA-SC",232,227,0,0,5,1,71
07-2009,,,"Austin-Round Rock, TX",876,861,0,0,15,2,100
07-2009,,,"Bakersfield, CA",143,121,12,4,6,1,94
07-2009,,,"Baltimore-Towson, MD",346,325,0,0,21,2,100
07-2009,,,"Bangor, ME",21,19,2,0,0,0,62
07-2009,,,"Barnstable Town, MA",27,27,0,0,0,0,81
07-2009,,,"Baton Rouge, LA",252,252,0,0,0,0,92
07-2009,,,"Battle Creek, MI",1,1,0,0,0,0,31
07-2009,,,"Bay City, MI",6,6,0,0,0,0,18
07-2009,,,"Beaumont-Port Arthur, TX",108,108,0,0,0,0,63
07-2009,,,"Bellingham, WA",34,34,0,0,0,0,71
07-2009,,,"Bend, OR",35,35,0,0,0,0,100
07-2009,,,"Billings, MT",155,90,0,0,65,1,92
07-2009,,,"Binghamton, NY",4,4,0,0,0,0,15
07-2009,,,"Birmingham-Hoover, AL",285,213,2,0,70,9,100
07-2009,,,"Bismarck, ND",53,53,0,0,0,0,97
07-2009,,,"Bloomington, IN",32,26,0,0,6,1,91
07-2009,,,"Bloomington-Normal, IL",21,21,0,0,0,0,89
07-2009,,,"Boise City-Nampa, ID",252,249,0,3,0,0,100
07-2009,,,"Boston-Cambridge-Quincy, MA-NH",365,287,20,11,47,8,100
07-2009,,,"Boulder, CO",24,11,0,0,13,2,77
07-2009,,,"Bowling Green, KY",21,15,0,0,6,1,99
07-2009,,,"Bradenton-Sarasota-Venice, FL",123,123,0,0,0,0,100
07-2009,,,"Bremerton-Silverdale, WA",39,37,2,0,0,0,81
07-2009,,,"Bridgeport-Stamford-Norwalk, CT",275,37,4,0,234,8,96
07-2009,,,"Brownsville-Harlingen, TX",70,68,2,0,0,0,79
07-2009,,,"Brunswick, GA",35,35,0,0,0,0,80
07-2009,,,"Buffalo-Niagara Falls, NY",110,106,0,4,0,0,64
07-2009,,,"Burlington, NC",53,53,0,0,0,0,95
07-2009,,,"Burlington-South Burlington, VT",32,26,6,0,0,0,86
07-2009,,,"Canton-Massillon, OH",33,26,2,0,5,1,84
07-2009,,,"Cape Coral-Fort Myers, FL",127,127,0,0,0,0,100
07-2009,,,"Cape Girardeau-Jackson, MO-IL",4,4,0,0,0,0,0
07-2009,,,"Carson City, NV",0,0,0,0,0,0,100
07-2009,,,"Casper, WY",22,22,0,0,0,0,85
07-2009,,,"Cedar Rapids, IA",91,63,6,15,7,1,93
07-2009,,,"Champaign-Urbana, IL",17,17,0,0,0,0,76
07-2009,,,"Charleston, WV",24,24,0,0,0,0,64
07-2009,,,"Charleston-North Charleston-Summerville, SC",322,315,0,0,7,1,100
07-2009,,,"Charlotte-Gastonia-Concord, NC-SC",407,407,0,0,0,0,100
07-2009,,,"Charlottesville, VA",34,34,0,0,0,0,70
07-2009,,,"Chattanooga, TN-GA",97,90,2,0,5,1,72
07-2009,,,"Cheyenne, WY",15,15,0,0,0,0,100
07-2009,,,"Chicago-Naperville-Joliet, IL-IN-WI",819,507,6,18,288,23,100
07-2009,,,"Chico, CA",32,30,2,0,0,0,92
07-2009,,,"Cincinnati-Middletown, OH-KY-IN",409,357,2,20,30,2,100
07-2009,,,"Clarksville, TN-KY",149,105,0,23,21,3,15
07-2009,,,"Cleveland, TN",28,26,2,0,0,0,86
07-2009,,,"Cleveland-Elyria-Mentor, OH",224,169,0,10,45,9,100
07-2009,,,"Coeur dAlene, ID",93,89,4,0,0,0,97
07-2009,,,"College Station-Bryan, TX",102,84,6,12,0,0,99
07-2009,,,"Colorado Springs, CO",130,130,0,0,0,0,100
07-2009,,,"Columbia, MO",52,46,6,0,0,0,100
07-2009,,,"Columbia, SC",275,261,2,0,12,2,100
07-2009,,,"Columbus, GA-AL",95,90,2,3,0,0,56
07-2009,,,"Columbus, IN",14,14,0,0,0,0,98
07-2009,,,"Columbus, OH",343,332,2,3,6,1,100
07-2009,,,"Corpus Christi, TX",97,90,2,0,5,1,84
07-2009,,,"Corvallis, OR",6,6,0,0,0,0,56
07-2009,,,"Cumberland, MD-WV",4,4,0,0,0,0,15
07-2009,,,"Dallas-Fort Worth-Arlington, TX",1580,1534,16,0,30,2,100
07-2009,,,"Dalton, GA",12,12,0,0,0,0,100
07-2009,,,"Danville, IL",1,1,0,0,0,0,0
07-2009,,,"Danville, VA",12,7,0,0,5,1,66
07-2009,,,"Davenport-Moline-Rock Island, IA-IL",27,27,0,0,0,0,33
07-2009,,,"Dayton, OH",66,66,0,0,0,0,90
07-2009,,,"Decatur, AL",13,13,0,0,0,0,69
07-2009,,,"Decatur, IL",0,0,0,0,0,0,73
07-2009,,,"Deltona-Daytona Beach-Ormond Beach, FL",80,80,0,0,0,0,100
07-2009,,,"Denver-Aurora-Broomfield, CO",605,263,14,0,328,2,100
07-2009,,,"Des Moines-West Des Moines, IA",296,210,2,0,84,3,100
07-2009,,,"Detroit-Warren-Livonia, MI",131,131,0,0,0,0,100
07-2009,,,"Dothan, AL",74,18,0,8,48,8,87
07-2009,,,"Dover, DE",78,71,2,0,5,1,100
07-2009,,,"Dubuque, IA",20,18,2,0,0,0,84
07-2009,,,"Duluth, MN-WI",74,47,4,0,23,2,67
07-2009,,,"Durham-Chapel Hill, NC",155,143,0,0,12,1,100
