date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
07-2006,,,"Abilene, TX",38,38,0,0,0,0,
07-2006,,,"Akron, OH",115,94,4,0,17,1,
07-2006,,,"Albany, GA",45,40,0,0,5,1,
07-2006,,,"Albany-Schenectady-Troy, NY",160,97,2,8,53,4,
07-2006,,,"Albuquerque, NM",411,387,0,4,20,1,
07-2006,,,"Alexandria, LA",55,55,0,0,0,0,
07-2006,,,"Allentown-Bethlehem-Easton, PA-NJ",333,306,2,3,22,3,
07-2006,,,"Altoona, PA",1,1,0,0,0,0,
07-2006,,,"Amarillo, TX",32,32,0,0,0,0,
07-2006,,,"Ames, IA",18,18,0,0,0,0,
07-2006,,,"Anchorage, AK",64,49,8,0,7,1,
07-2006,,,"Anderson, IN",21,21,0,0,0,0,
07-2006,,,"Anderson, SC",89,89,0,0,0,0,
07-2006,,,"Ann Arbor, MI",54,47,2,0,5,1,
07-2006,,,"Anniston-Oxford, AL",18,14,4,0,0,0,
07-2006,,,"Appleton, WI",64,62,2,0,0,0,
07-2006,,,"Asheville, NC",256,234,14,0,8,1,
07-2006,,,"Athens-Clarke County, GA",94,73,0,0,21,3,
07-2006,,,"Atlanta-Sandy Springs-Marietta, GA",5422,4787,8,43,584,21,
07-2006,,,"Atlantic City, NJ",157,134,2,0,21,2,
07-2006,,,"Auburn-Opelika, AL",141,121,0,0,20,1,
07-2006,,,"Augusta-Richmond County, GA-SC",165,163,2,0,0,0,
07-2006,,,"Austin-Round Rock, TX",1601,1165,24,34,378,5,
07-2006,,,"Bakersfield, CA",501,398,14,44,45,4,
07-2006,,,"Baltimore-Towson, MD",578,502,4,4,68,6,
07-2006,,,"Bangor, ME",31,31,0,0,0,0,
07-2006,,,"Barnstable Town, MA",68,60,2,0,6,1,
07-2006,,,"Baton Rouge, LA",466,410,4,3,49,5,
07-2006,,,"Battle Creek, MI",19,12,0,0,7,1,
07-2006,,,"Bay City, MI",4,4,0,0,0,0,
07-2006,,,"Beaumont-Port Arthur, TX",22,22,0,0,0,0,
07-2006,,,"Bellingham, WA",96,94,2,0,0,0,
07-2006,,,"Bend, OR",272,253,8,11,0,0,
07-2006,,,"Billings, MT",57,57,0,0,0,0,
07-2006,,,"Binghamton, NY",7,7,0,0,0,0,
07-2006,,,"Birmingham-Hoover, AL",581,546,4,0,31,1,
07-2006,,,"Bismarck, ND",70,70,0,0,0,0,
07-2006,,,"Bloomington, IN",50,50,0,0,0,0,
07-2006,,,"Bloomington-Normal, IL",50,37,2,0,11,1,
07-2006,,,"Boise City-Nampa, ID",739,627,8,35,69,1,
07-2006,,,"Boston-Cambridge-Quincy, MA-NH",1116,531,42,20,523,24,
07-2006,,,"Boulder, CO",31,22,0,0,9,1,
07-2006,,,"Bowling Green, KY",77,55,6,0,16,2,
07-2006,,,"Bremerton-Silverdale, WA",85,68,0,0,17,1,
07-2006,,,"Bridgeport-Stamford-Norwalk, CT",129,83,32,3,11,2,
07-2006,,,"Brownsville-Harlingen, TX",218,218,0,0,0,0,
07-2006,,,"Brunswick, GA",73,67,0,0,6,1,
07-2006,,,"Buffalo-Niagara Falls, NY",86,74,4,0,8,1,
07-2006,,,"Burlington, NC",111,111,0,0,0,0,
07-2006,,,"Burlington-South Burlington, VT",89,43,4,9,33,3,
07-2006,,,"Canton-Massillon, OH",46,41,0,0,5,1,
07-2006,,,"Cape Coral-Fort Myers, FL",1137,1013,0,0,124,17,
07-2006,,,"Carson City, NV",9,9,0,0,0,0,
07-2006,,,"Casper, WY",20,20,0,0,0,0,
07-2006,,,"Cedar Rapids, IA",112,75,2,17,18,3,
07-2006,,,"Champaign-Urbana, IL",134,95,0,0,39,2,
07-2006,,,"Charleston, WV",18,18,0,0,0,0,
07-2006,,,"Charleston-North Charleston, SC",645,557,6,7,75,8,
07-2006,,,"Charlotte-Gastonia-Concord, NC-SC",2081,1752,4,3,322,4,
