date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
03-2004,,,"Abilene, TX",44,42,2,0,0,0,
03-2004,,,"Akron, OH",266,257,0,4,5,1,
03-2004,,,"Albany, GA",83,75,8,0,0,0,
03-2004,,,"Albany-Schenectady-Troy, NY",250,208,4,0,38,5,
03-2004,,,"Albuquerque, NM",694,674,0,20,0,0,
03-2004,,,"Alexandria, LA",49,49,0,0,0,0,
03-2004,,,"Allentown-Bethlehem-Easton, PA-NJ",568,509,4,4,51,3,
03-2004,,,"Altoona, PA",17,17,0,0,0,0,
03-2004,,,"Amarillo, TX",55,55,0,0,0,0,
03-2004,,,"Ames, IA",30,10,0,0,20,2,
03-2004,,,"Anchorage, AK",114,78,6,10,20,1,
03-2004,,,"Anderson, IN",56,56,0,0,0,0,
03-2004,,,"Anderson, SC",162,158,0,4,0,0,
03-2004,,,"Ann Arbor, MI",208,184,0,0,24,2,
03-2004,,,"Anniston-Oxford, AL",36,20,0,0,16,1,
03-2004,,,"Appleton, WI",107,85,6,0,16,1,
03-2004,,,"Asheville, NC",608,338,10,0,260,10,
03-2004,,,"Athens-Clarke County, GA",177,170,0,7,0,0,
03-2004,,,"Atlanta-Sandy Springs-Marietta, GA",6843,5828,30,20,965,27,
03-2004,,,"Atlantic City, NJ",158,152,2,4,0,0,
03-2004,,,"Auburn-Opelika, AL",130,74,20,0,36,3,
03-2004,,,"Augusta-Richmond County, GA-SC",390,390,0,0,0,0,
03-2004,,,"Austin-Round Rock, TX",1309,1201,24,24,60,4,
03-2004,,,"Bakersfield, CA",707,563,12,46,86,6,
03-2004,,,"Baltimore-Towson, MD",826,691,0,0,135,5,
03-2004,,,"Bangor, ME",42,38,4,0,0,0,
03-2004,,,"Barnstable Town, MA",121,90,8,23,0,0,
03-2004,,,"Baton Rouge, LA",433,433,0,0,0,0,
03-2004,,,"Battle Creek, MI",11,11,0,0,0,0,
03-2004,,,"Bay City, MI",12,10,2,0,0,0,
03-2004,,,"Beaumont-Port Arthur, TX",75,73,2,0,0,0,
03-2004,,,"Bellingham, WA",217,130,0,3,84,7,
03-2004,,,"Bend, OR",440,305,12,17,106,1,
03-2004,,,"Billings, MT",39,39,0,0,0,0,
03-2004,,,"Binghamton, NY",21,21,0,0,0,0,
03-2004,,,"Birmingham-Hoover, AL",694,630,56,3,5,1,
03-2004,,,"Bismarck, ND",62,60,2,0,0,0,
03-2004,,,"Blacksburg-Christiansburg-Radford, VA",75,70,0,0,5,1,
03-2004,,,"Bloomington, IN",90,59,16,0,15,1,
03-2004,,,"Bloomington-Normal, IL",129,120,0,4,5,1,
03-2004,,,"Boise City-Nampa, ID",788,701,10,72,5,1,
03-2004,,,"Boston-Cambridge-Quincy, MA-NH",899,685,46,44,124,13,
03-2004,,,"Boulder, CO",163,147,0,3,13,2,
03-2004,,,"Bowling Green, KY",97,97,0,0,0,0,
03-2004,,,"Bremerton-Silverdale, WA",117,111,6,0,0,0,
03-2004,,,"Bridgeport-Stamford-Norwalk, CT",224,150,6,0,68,2,
03-2004,,,"Brownsville-Harlingen, TX",285,247,4,18,16,3,
03-2004,,,"Brunswick, GA",95,95,0,0,0,0,
03-2004,,,"Buffalo-Niagara Falls, NY",261,143,4,0,114,2,
03-2004,,,"Burlington, NC",182,180,2,0,0,0,
03-2004,,,"Burlington-South Burlington, VT",149,58,8,3,80,4,
03-2004,,,"Canton-Massillon, OH",102,102,0,0,0,0,
03-2004,,,"Cape Coral-Fort Myers, FL",1445,1012,168,100,165,13,
03-2004,,,"Carson City, NV",15,15,0,0,0,0,
03-2004,,,"Casper, WY",17,17,0,0,0,0,
03-2004,,,"Cedar Rapids, IA",290,113,0,23,154,13,
03-2004,,,"Champaign-Urbana, IL",66,66,0,0,0,0,
03-2004,,,"Charleston, WV",36,28,2,0,6,1,
03-2004,,,"Charleston-North Charleston, SC",667,613,2,9,43,4,
03-2004,,,"Charlotte-Gastonia-Concord, NC-SC",2311,1882,8,16,405,13,
03-2004,,,"Charlottesville, VA",315,179,8,4,124,6,
03-2004,,,"Chattanooga, TN-GA",315,281,14,7,13,2,
03-2004,,,"Cheyenne, WY",35,30,0,0,5,1,
03-2004,,,"Chicago-Naperville-Joliet, IL-IN-WI",4383,3376,52,168,787,68,
03-2004,,,"Chico, CA",161,119,4,10,28,4,
03-2004,,,"Cincinnati-Middletown, OH-KY-IN",1176,1099,10,15,52,7,
03-2004,,,"Clarksville, TN-KY",225,200,2,0,23,3,
03-2004,,,"Cleveland, TN",63,55,4,4,0,0,
03-2004,,,"Cleveland-Elyria-Mentor, OH",656,626,8,17,5,1,
03-2004,,,"Coeur d""Alene, ID",195,185,10,0,0,0,
03-2004,,,"College Station-Bryan, TX",131,125,0,0,6,1,
03-2004,,,"Colorado Springs, CO",586,586,0,0,0,0,
03-2004,,,"Columbia, MO",299,277,10,12,0,0,
03-2004,,,"Columbia, SC",623,597,2,0,24,2,
03-2004,,,"Columbus, GA-AL",152,146,6,0,0,0,
03-2004,,,"Columbus, IN",18,18,0,0,0,0,
03-2004,,,"Columbus, OH",1365,1040,10,37,278,25,
03-2004,,,"Corpus Christi, TX",191,146,24,11,10,1,
03-2004,,,"Corvallis, OR",28,26,2,0,0,0,
03-2004,,,"Cumberland, MD-WV",24,24,0,0,0,0,
03-2004,,,"Dallas-Fort Worth-Arlington, TX",5169,4255,26,19,869,51,
03-2004,,,"Dalton, GA",67,65,2,0,0,0,
03-2004,,,"Danville, IL",0,0,0,0,0,0,
03-2004,,,"Danville, VA",30,30,0,0,0,0,
