date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
05-2005,,,"Abilene, TX",22,18,4,0,0,0,
05-2005,,,"Akron, OH",176,149,2,11,14,1,
05-2005,,,"Albany, GA",68,56,4,3,5,1,
05-2005,,,"Albany-Schenectady-Troy, NY",253,124,0,0,129,12,
05-2005,,,"Albuquerque, NM",694,669,0,4,21,1,
05-2005,,,"Alexandria, LA",59,59,0,0,0,0,
05-2005,,,"Allentown-Bethlehem-Easton, PA-NJ",396,378,0,3,15,2,
05-2005,,,"Altoona, PA",0,0,0,0,0,0,
05-2005,,,"Amarillo, TX",72,72,0,0,0,0,
05-2005,,,"Ames, IA",58,26,0,0,32,1,
05-2005,,,"Anchorage, AK",162,81,50,26,5,1,
05-2005,,,"Anderson, IN",46,46,0,0,0,0,
05-2005,,,"Anderson, SC",100,96,4,0,0,0,
05-2005,,,"Ann Arbor, MI",146,123,0,0,23,2,
05-2005,,,"Anniston-Oxford, AL",17,17,0,0,0,0,
05-2005,,,"Appleton, WI",107,101,6,0,0,0,
05-2005,,,"Asheville, NC",393,319,2,18,54,5,
05-2005,,,"Athens-Clarke County, GA",182,164,0,0,18,3,
05-2005,,,"Atlanta-Sandy Springs-Marietta, GA",7387,5163,20,3,2201,46,
05-2005,,,"Atlantic City, NJ",135,133,2,0,0,0,
05-2005,,,"Auburn-Opelika, AL",122,112,10,0,0,0,
05-2005,,,"Augusta-Richmond County, GA-SC",267,267,0,0,0,0,
05-2005,,,"Austin-Round Rock, TX",1766,1576,34,12,144,4,
05-2005,,,"Bakersfield, CA",610,565,10,27,8,1,
05-2005,,,"Baltimore-Towson, MD",820,692,0,11,117,7,
05-2005,,,"Bangor, ME",44,42,2,0,0,0,
05-2005,,,"Barnstable Town, MA",95,81,0,0,14,1,
05-2005,,,"Baton Rouge, LA",376,376,0,0,0,0,
05-2005,,,"Battle Creek, MI",15,15,0,0,0,0,
05-2005,,,"Bay City, MI",3,3,0,0,0,0,
05-2005,,,"Beaumont-Port Arthur, TX",32,32,0,0,0,0,
05-2005,,,"Bellingham, WA",137,105,2,11,19,1,
05-2005,,,"Bend, OR",327,315,12,0,0,0,
05-2005,,,"Billings, MT",57,57,0,0,0,0,
05-2005,,,"Binghamton, NY",4,4,0,0,0,0,
05-2005,,,"Birmingham-Hoover, AL",584,513,0,4,67,2,
05-2005,,,"Bismarck, ND",100,66,2,12,20,3,
05-2005,,,"Bloomington, IN",91,51,18,3,19,2,
05-2005,,,"Bloomington-Normal, IL",69,63,0,0,6,1,
05-2005,,,"Boise City-Nampa, ID",1041,917,22,102,0,0,
05-2005,,,"Boston-Cambridge-Quincy, MA-NH",1616,765,88,81,682,46,
05-2005,,,"Boulder, CO",52,45,0,0,7,1,
05-2005,,,"Bowling Green, KY",133,85,16,0,32,4,
05-2005,,,"Bremerton-Silverdale, WA",81,79,2,0,0,0,
05-2005,,,"Bridgeport-Stamford-Norwalk, CT",308,244,6,12,46,7,
05-2005,,,"Brownsville-Harlingen, TX",325,252,6,59,8,1,
05-2005,,,"Brunswick, GA",90,78,0,3,9,1,
05-2005,,,"Buffalo-Niagara Falls, NY",150,142,8,0,0,0,
05-2005,,,"Burlington, NC",130,130,0,0,0,0,
05-2005,,,"Burlington-South Burlington, VT",68,52,4,7,5,1,
05-2005,,,"Canton-Massillon, OH",101,94,2,0,5,1,
05-2005,,,"Cape Coral-Fort Myers, FL",2324,1982,0,7,335,33,
05-2005,,,"Carson City, NV",18,6,0,0,12,1,
05-2005,,,"Casper, WY",22,22,0,0,0,0,
05-2005,,,"Cedar Rapids, IA",150,97,10,43,0,0,
05-2005,,,"Champaign-Urbana, IL",371,149,2,20,200,13,
05-2005,,,"Charleston, WV",36,36,0,0,0,0,
05-2005,,,"Charleston-North Charleston, SC",813,747,0,4,62,6,
05-2005,,,"Charlotte-Gastonia-Concord, NC-SC",1968,1478,4,6,480,24,
05-2005,,,"Charlottesville, VA",157,107,2,0,48,2,
05-2005,,,"Chattanooga, TN-GA",287,275,4,0,8,1,
05-2005,,,"Cheyenne, WY",77,68,0,4,5,1,
05-2005,,,"Chicago-Naperville-Joliet, IL-IN-WI",4618,3359,68,243,948,86,
05-2005,,,"Chico, CA",105,103,2,0,0,0,
05-2005,,,"Cincinnati-Middletown, OH-KY-IN",1147,1009,6,28,104,13,
05-2005,,,"Clarksville, TN-KY",226,157,0,40,29,4,
05-2005,,,"Cleveland, TN",60,60,0,0,0,0,
05-2005,,,"Cleveland-Elyria-Mentor, OH",623,556,20,21,26,4,
05-2005,,,"Coeur d""Alene, ID",241,217,12,7,5,1,
05-2005,,,"College Station-Bryan, TX",94,86,0,8,0,0,
05-2005,,,"Colorado Springs, CO",572,564,8,0,0,0,
05-2005,,,"Columbia, MO",167,167,0,0,0,0,
05-2005,,,"Columbia, SC",698,573,2,0,123,5,
05-2005,,,"Columbus, GA-AL",216,168,0,0,48,5,
05-2005,,,"Columbus, IN",24,24,0,0,0,0,
05-2005,,,"Columbus, OH",1109,768,34,95,212,24,
05-2005,,,"Corpus Christi, TX",214,147,0,19,48,4,
05-2005,,,"Corvallis, OR",21,19,2,0,0,0,
05-2005,,,"Cumberland, MD-WV",21,21,0,0,0,0,
05-2005,,,"Dallas-Fort Worth-Arlington, TX",4878,4051,34,20,773,52,
05-2005,,,"Dalton, GA",71,63,2,0,6,1,
05-2005,,,"Danville, IL",0,0,0,0,0,0,
05-2005,,,"Danville, VA",23,23,0,0,0,0,
05-2005,,,"Davenport-Moline-Rock Island, IA-IL",76,74,2,0,0,0,
05-2005,,,"Dayton, OH",211,211,0,0,0,0,
05-2005,,,"Decatur, AL",26,26,0,0,0,0,
05-2005,,,"Decatur, IL",71,11,0,0,60,1,
05-2005,,,"Deltona-Daytona Beach-Ormond Beach, FL",553,448,2,0,103,7,
05-2005,,,"Denver-Aurora, CO",1563,1490,2,3,68,4,
05-2005,,,"Des Moines, IA",634,426,2,0,206,7,
05-2005,,,"Detroit-Warren-Livonia, MI",1471,1231,26,37,177,18,
05-2005,,,"Dothan, AL",43,43,0,0,0,0,
05-2005,,,"Dover, DE",182,178,0,4,0,0,
05-2005,,,"Dubuque, IA",34,30,4,0,0,0,
05-2005,,,"Duluth, MN-WI",138,114,2,3,19,2,
05-2005,,,"Durham, NC",398,346,28,0,24,2,
05-2005,,,"Eau Claire, WI",91,75,16,0,0,0,
05-2005,,,"El Centro, CA",53,49,0,4,0,0,
05-2005,,,"El Paso, TX",330,330,0,0,0,0,
05-2005,,,"Elizabethtown, KY",100,72,0,4,24,3,
05-2005,,,"Elkhart-Goshen, IN",91,91,0,0,0,0,
05-2005,,,"Elmira, NY",2,2,0,0,0,0,
05-2005,,,"Erie, PA",48,48,0,0,0,0,
05-2005,,,"Eugene-Springfield, OR",181,122,12,0,47,1,
05-2005,,,"Evansville, IN-KY",256,85,0,0,171,16,
05-2005,,,"Fairbanks, AK",34,30,4,0,0,0,
05-2005,,,"Fargo, ND-MN",292,80,2,11,199,3,
05-2005,,,"Farmington, NM",45,45,0,0,0,0,
05-2005,,,"Fayetteville, NC",309,274,0,3,32,4,
05-2005,,,"Fayetteville-Springdale-Rogers, AR-MO",527,283,38,7,199,15,
05-2005,,,"Flagstaff, AZ",80,80,0,0,0,0,
05-2005,,,"Flint, MI",85,85,0,0,0,0,
05-2005,,,"Florence, SC",37,37,0,0,0,0,
05-2005,,,"Florence-Muscle Shoals, AL",38,22,0,0,16,2,
05-2005,,,"Fond du Lac, WI",22,16,6,0,0,0,
05-2005,,,"Fort Collins-Loveland, CO",268,224,4,7,33,5,
