date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
10-2007,,,"Abilene, TX",26,20,6,0,0,0,
10-2007,,,"Akron, OH",85,71,0,0,14,1,
10-2007,,,"Albany, GA",27,22,2,3,0,0,
10-2007,,,"Albany-Schenectady-Troy, NY",85,85,0,0,0,0,
10-2007,,,"Albuquerque, NM",269,214,0,9,46,4,
10-2007,,,"Alexandria, LA",43,43,0,0,0,0,
10-2007,,,"Allentown-Bethlehem-Easton, PA-NJ",223,204,4,0,15,3,
10-2007,,,"Altoona, PA",2,2,0,0,0,0,
10-2007,,,"Amarillo, TX",62,62,0,0,0,0,
10-2007,,,"Ames, IA",43,22,0,0,21,1,
10-2007,,,"Anchorage, AK",55,41,8,0,6,1,
10-2007,,,"Anderson, IN",5,5,0,0,0,0,
10-2007,,,"Anderson, SC",53,53,0,0,0,0,
10-2007,,,"Ann Arbor, MI",35,28,2,0,5,1,
10-2007,,,"Anniston-Oxford, AL",9,9,0,0,0,0,
10-2007,,,"Appleton, WI",63,59,4,0,0,0,
10-2007,,,"Asheville, NC",194,184,2,3,5,1,
10-2007,,,"Athens-Clarke County, GA",59,59,0,0,0,0,
10-2007,,,"Atlanta-Sandy Springs-Marietta, GA",2504,1749,0,15,740,20,
10-2007,,,"Atlantic City, NJ",79,53,0,0,26,2,
10-2007,,,"Auburn-Opelika, AL",158,73,0,0,85,5,
10-2007,,,"Augusta-Richmond County, GA-SC",166,164,2,0,0,0,
10-2007,,,"Austin-Round Rock, TX",1299,956,32,31,280,24,
10-2007,,,"Bakersfield, CA",277,230,14,28,5,1,
10-2007,,,"Baltimore-Towson, MD",404,386,0,0,18,1,
10-2007,,,"Bangor, ME",23,19,0,4,0,0,
10-2007,,,"Barnstable Town, MA",93,84,4,0,5,1,
10-2007,,,"Baton Rouge, LA",244,244,0,0,0,0,
10-2007,,,"Battle Creek, MI",7,7,0,0,0,0,
10-2007,,,"Bay City, MI",2,2,0,0,0,0,
10-2007,,,"Beaumont-Port Arthur, TX",40,32,0,0,8,1,
10-2007,,,"Bellingham, WA",37,23,0,0,14,1,
10-2007,,,"Bend, OR",110,106,0,4,0,0,
10-2007,,,"Billings, MT",55,55,0,0,0,0,
10-2007,,,"Binghamton, NY",7,7,0,0,0,0,
10-2007,,,"Birmingham-Hoover, AL",367,274,0,0,93,5,
10-2007,,,"Bismarck, ND",100,92,0,8,0,0,
10-2007,,,"Bloomington, IN",33,29,4,0,0,0,
10-2007,,,"Bloomington-Normal, IL",92,30,0,0,62,8,
10-2007,,,"Boise City-Nampa, ID",256,243,6,7,0,0,
10-2007,,,"Boston-Cambridge-Quincy, MA-NH",729,486,20,39,184,19,
10-2007,,,"Boulder, CO",38,20,0,0,18,2,
10-2007,,,"Bowling Green, KY",64,46,14,4,0,0,
10-2007,,,"Bremerton-Silverdale, WA",168,80,4,0,84,7,
10-2007,,,"Bridgeport-Stamford-Norwalk, CT",140,123,4,0,13,1,
10-2007,,,"Brownsville-Harlingen, TX",132,108,16,8,0,0,
10-2007,,,"Brunswick, GA",44,44,0,0,0,0,
10-2007,,,"Buffalo-Niagara Falls, NY",205,145,2,8,50,1,
10-2007,,,"Burlington, NC",87,87,0,0,0,0,
10-2007,,,"Burlington-South Burlington, VT",35,32,0,3,0,0,
10-2007,,,"Canton-Massillon, OH",47,47,0,0,0,0,
10-2007,,,"Cape Coral-Fort Myers, FL",240,140,2,0,98,2,
10-2007,,,"Carson City, NV",0,0,0,0,0,0,
10-2007,,,"Casper, WY",35,35,0,0,0,0,
10-2007,,,"Cedar Rapids, IA",90,78,8,4,0,0,
10-2007,,,"Champaign-Urbana, IL",46,38,0,0,8,1,
10-2007,,,"Charleston, WV",15,13,2,0,0,0,
10-2007,,,"Charleston-North Charleston, SC",337,273,0,0,64,6,
10-2007,,,"Charlotte-Gastonia-Concord, NC-SC",1416,957,0,19,440,26,
10-2007,,,"Charlottesville, VA",64,64,0,0,0,0,
10-2007,,,"Chattanooga, TN-GA",121,107,2,0,12,1,
10-2007,,,"Cheyenne, WY",21,21,0,0,0,0,
10-2007,,,"Chicago-Naperville-Joliet, IL-IN-WI",2491,1568,44,107,772,29,
10-2007,,,"Chico, CA",50,50,0,0,0,0,
10-2007,,,"Cincinnati-Middletown, OH-KY-IN",476,326,10,21,119,19,
10-2007,,,"Clarksville, TN-KY",104,50,22,32,0,0,
10-2007,,,"Cleveland, TN",28,26,2,0,0,0,
10-2007,,,"Cleveland-Elyria-Mentor, OH",296,260,4,3,29,5,
10-2007,,,"Coeur dAlene, ID",113,75,4,3,31,2,
10-2007,,,"College Station-Bryan, TX",217,70,0,0,147,10,
10-2007,,,"Colorado Springs, CO",181,165,4,12,0,0,
10-2007,,,"Columbia, MO",131,63,12,3,53,4,
10-2007,,,"Columbia, SC",343,304,0,4,35,2,
10-2007,,,"Columbus, GA-AL",97,77,0,3,17,1,
10-2007,,,"Columbus, IN",16,16,0,0,0,0,
10-2007,,,"Columbus, OH",559,434,6,23,96,10,
10-2007,,,"Corpus Christi, TX",139,81,2,8,48,1,
10-2007,,,"Corvallis, OR",2,2,0,0,0,0,
10-2007,,,"Cumberland, MD-WV",5,5,0,0,0,0,
10-2007,,,"Dallas-Fort Worth-Arlington, TX",3146,1985,26,4,1131,48,
10-2007,,,"Dalton, GA",37,30,2,0,5,1,
10-2007,,,"Danville, IL",0,0,0,0,0,0,
10-2007,,,"Danville, VA",10,10,0,0,0,0,
10-2007,,,"Davenport-Moline-Rock Island, IA-IL",43,43,0,0,0,0,
10-2007,,,"Dayton, OH",105,103,2,0,0,0,
10-2007,,,"Decatur, AL",23,23,0,0,0,0,
10-2007,,,"Decatur, IL",0,0,0,0,0,0,
10-2007,,,"Deltona-Daytona Beach-Ormond Beach, FL",96,74,0,0,22,2,
10-2007,,,"Denver-Aurora, CO",1316,493,2,13,808,31,
10-2007,,,"Des Moines-West Des Moines, IA",335,293,2,4,36,1,
10-2007,,,"Detroit-Warren-Livonia, MI",340,311,0,7,22,3,
10-2007,,,"Dothan, AL",24,24,0,0,0,0,
10-2007,,,"Dover, DE",60,60,0,0,0,0,
10-2007,,,"Dubuque, IA",34,28,6,0,0,0,
10-2007,,,"Duluth, MN-WI",59,44,2,3,10,2,
10-2007,,,"Durham, NC",143,143,0,0,0,0,
10-2007,,,"Eau Claire, WI",80,67,10,3,0,0,
10-2007,,,"El Centro, CA",79,64,2,3,10,1,
10-2007,,,"El Paso, TX",173,166,0,7,0,0,
10-2007,,,"Elizabethtown, KY",160,32,0,0,128,7,
10-2007,,,"Elkhart-Goshen, IN",47,47,0,0,0,0,
10-2007,,,"Elmira, NY",1,1,0,0,0,0,
10-2007,,,"Erie, PA",35,29,6,0,0,0,
10-2007,,,"Eugene-Springfield, OR",77,75,2,0,0,0,
10-2007,,,"Evansville, IN-KY",124,54,0,20,50,5,
10-2007,,,"Fairbanks, AK",14,12,2,0,0,0,
10-2007,,,"Fargo, ND-MN",186,128,0,0,58,1,
10-2007,,,"Farmington, NM",39,39,0,0,0,0,
10-2007,,,"Fayetteville, NC",130,130,0,0,0,0,
10-2007,,,"Fayetteville-Springdale-Rogers, AR-MO",221,139,14,3,65,8,
10-2007,,,"Flagstaff, AZ",25,25,0,0,0,0,
10-2007,,,"Flint, MI",22,22,0,0,0,0,
10-2007,,,"Florence, SC",39,39,0,0,0,0,
10-2007,,,"Florence-Muscle Shoals, AL",27,27,0,0,0,0,
10-2007,,,"Fond du Lac, WI",6,4,2,0,0,0,
10-2007,,,"Fort Collins-Loveland, CO",133,107,0,3,23,1,
10-2007,,,"Fort Smith, AR-OK",39,34,0,0,5,1,
10-2007,,,"Fort Walton Beach-Crestview-Destin, FL",70,33,0,0,37,1,
10-2007,,,"Fort Wayne, IN",69,69,0,0,0,0,
10-2007,,,"Fresno, CA",264,156,0,0,108,21,
10-2007,,,"Gadsden, AL",10,10,0,0,0,0,
10-2007,,,"Gainesville, FL",86,55,0,0,31,1,
10-2007,,,"Gainesville, GA",95,95,0,0,0,0,
10-2007,,,"Glens Falls, NY",46,30,4,7,5,1,
10-2007,,,"Goldsboro, NC",28,28,0,0,0,0,
10-2007,,,"Grand Forks, ND-MN",6,6,0,0,0,0,
10-2007,,,"Grand Junction, CO",85,85,0,0,0,0,
10-2007,,,"Grand Rapids-Wyoming, MI",164,154,4,0,6,1,
10-2007,,,"Great Falls, MT",21,21,0,0,0,0,
10-2007,,,"Greeley, CO",106,106,0,0,0,0,
