date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
06-2008,,,"Abilene, TX",14,14,0,0,0,0,98
06-2008,,,"Akron, OH",76,64,0,0,12,1,68
06-2008,,,"Albany, GA",27,20,2,0,5,1,96
06-2008,,,"Albany-Schenectady-Troy, NY",510,75,0,0,435,11,75
06-2008,,,"Albuquerque, NM",275,216,0,7,52,2,100
06-2008,,,"Alexandria, LA",32,32,0,0,0,0,99
06-2008,,,"Allentown-Bethlehem-Easton, PA-NJ",185,149,0,0,36,5,100
06-2008,,,"Altoona, PA",0,0,0,0,0,0,9
06-2008,,,"Amarillo, TX",35,35,0,0,0,0,97
06-2008,,,"Ames, IA",40,12,0,0,28,1,94
06-2008,,,"Anchorage, AK",56,38,8,0,10,2,100
06-2008,,,"Anderson, IN",9,9,0,0,0,0,64
06-2008,,,"Anderson, SC",48,48,0,0,0,0,89
06-2008,,,"Ann Arbor, MI",22,17,0,0,5,1,71
06-2008,,,"Anniston-Oxford, AL",17,17,0,0,0,0,83
06-2008,,,"Appleton, WI",43,43,0,0,0,0,81
06-2008,,,"Asheville, NC",178,153,2,6,17,2,94
06-2008,,,"Athens-Clarke County, GA",75,43,0,3,29,2,79
06-2008,,,"Atlanta-Sandy Springs-Marietta, GA",1994,1192,6,19,777,32,100
06-2008,,,"Atlantic City-Hammonton, NJ",85,56,2,0,27,2,100
06-2008,,,"Auburn-Opelika, AL",73,61,2,0,10,1,100
06-2008,,,"Augusta-Richmond County, GA-SC",146,127,0,0,19,1,75
06-2008,,,"Austin-Round Rock, TX",1089,690,20,0,379,15,100
06-2008,,,"Bakersfield, CA",178,145,10,16,7,1,86
06-2008,,,"Baltimore-Towson, MD",526,335,0,9,182,7,100
06-2008,,,"Bangor, ME",105,8,0,0,97,2,53
06-2008,,,"Barnstable Town, MA",63,26,0,0,37,3,87
06-2008,,,"Baton Rouge, LA",359,231,4,4,120,7,93
06-2008,,,"Battle Creek, MI",11,5,0,0,6,1,68
06-2008,,,"Bay City, MI",2,2,0,0,0,0,17
06-2008,,,"Beaumont-Port Arthur, TX",56,56,0,0,0,0,71
06-2008,,,"Bellingham, WA",47,47,0,0,0,0,77
06-2008,,,"Bend, OR",72,67,0,0,5,1,100
06-2008,,,"Billings, MT",70,70,0,0,0,0,92
06-2008,,,"Binghamton, NY",5,5,0,0,0,0,15
06-2008,,,"Birmingham-Hoover, AL",406,217,0,0,189,4,100
06-2008,,,"Bismarck, ND",98,62,0,0,36,1,98
06-2008,,,"Bloomington, IN",49,26,2,0,21,1,85
06-2008,,,"Bloomington-Normal, IL",22,14,0,0,8,1,86
06-2008,,,"Boise City-Nampa, ID",261,230,12,19,0,0,100
06-2008,,,"Boston-Cambridge-Quincy, MA-NH",1922,319,46,26,1531,69,100
06-2008,,,"Boulder, CO",29,17,0,0,12,2,72
06-2008,,,"Bowling Green, KY",55,47,8,0,0,0,99
06-2008,,,"Bradenton-Sarasota-Venice, FL",164,149,2,3,10,1,100
06-2008,,,"Bremerton-Silverdale, WA",61,61,0,0,0,0,79
06-2008,,,"Bridgeport-Stamford-Norwalk, CT",93,41,2,0,50,2,89
06-2008,,,"Brownsville-Harlingen, TX",99,91,0,8,0,0,83
06-2008,,,"Brunswick, GA",39,39,0,0,0,0,82
06-2008,,,"Buffalo-Niagara Falls, NY",95,69,0,0,26,3,78
06-2008,,,"Burlington, NC",49,49,0,0,0,0,95
06-2008,,,"Burlington-South Burlington, VT",68,22,4,0,42,2,86
06-2008,,,"Canton-Massillon, OH",30,25,0,0,5,1,82
06-2008,,,"Cape Coral-Fort Myers, FL",147,113,2,8,24,3,100
06-2008,,,"Carson City, NV",1,1,0,0,0,0,100
06-2008,,,"Casper, WY",59,43,0,16,0,0,85
06-2008,,,"Cedar Rapids, IA",62,51,8,3,0,0,91
06-2008,,,"Champaign-Urbana, IL",76,30,0,0,46,2,83
06-2008,,,"Charleston, WV",10,10,0,0,0,0,47
06-2008,,,"Charleston-North Charleston-Summerville, SC",475,391,2,3,79,6,100
06-2008,,,"Charlotte-Gastonia-Concord, NC-SC",1609,600,0,20,989,38,100
06-2008,,,"Charlottesville, VA",55,55,0,0,0,0,70
06-2008,,,"Chattanooga, TN-GA",130,117,2,0,11,1,75
06-2008,,,"Cheyenne, WY",18,18,0,0,0,0,98
06-2008,,,"Chicago-Naperville-Joliet, IL-IN-WI",1473,865,10,58,540,21,100
06-2008,,,"Chico, CA",57,45,0,6,6,1,82
06-2008,,,"Cincinnati-Middletown, OH-KY-IN",531,330,0,15,186,9,100
06-2008,,,"Clarksville, TN-KY",103,96,0,7,0,0,22
06-2008,,,"Cleveland, TN",36,25,2,4,5,1,74
06-2008,,,"Cleveland-Elyria-Mentor, OH",223,210,8,0,5,1,100
06-2008,,,"Coeur dAlene, ID",88,56,4,0,28,2,99
06-2008,,,"College Station-Bryan, TX",57,57,0,0,0,0,99
06-2008,,,"Colorado Springs, CO",262,140,0,0,122,3,100
06-2008,,,"Columbia, MO",75,52,8,3,12,1,100
06-2008,,,"Columbia, SC",389,352,0,0,37,2,100
06-2008,,,"Columbus, GA-AL",100,60,0,3,37,4,73
06-2008,,,"Columbus, IN",15,15,0,0,0,0,99
06-2008,,,"Columbus, OH",459,282,2,0,175,11,100
06-2008,,,"Corpus Christi, TX",106,96,2,8,0,0,83
06-2008,,,"Corvallis, OR",3,3,0,0,0,0,54
06-2008,,,"Cumberland, MD-WV",4,4,0,0,0,0,5
06-2008,,,"Dallas-Fort Worth-Arlington, TX",2999,1881,22,15,1081,31,100
06-2008,,,"Dalton, GA",33,26,2,0,5,1,95
06-2008,,,"Danville, IL",0,0,0,0,0,0,4
06-2008,,,"Danville, VA",9,9,0,0,0,0,55
06-2008,,,"Davenport-Moline-Rock Island, IA-IL",34,27,2,0,5,1,18
06-2008,,,"Dayton, OH",241,239,2,0,0,0,86
06-2008,,,"Decatur, AL",11,11,0,0,0,0,67
06-2008,,,"Decatur, IL",8,8,0,0,0,0,18
06-2008,,,"Deltona-Daytona Beach-Ormond Beach, FL",110,93,0,0,17,2,100
06-2008,,,"Denver-Aurora, CO",836,502,2,0,332,7,100
06-2008,,,"Des Moines-West Des Moines, IA",347,148,2,0,197,7,100
06-2008,,,"Detroit-Warren-Livonia, MI",231,196,0,0,35,4,100
06-2008,,,"Dothan, AL",40,40,0,0,0,0,85
06-2008,,,"Dover, DE",74,69,0,0,5,1,100
06-2008,,,"Dubuque, IA",23,19,4,0,0,0,84
06-2008,,,"Duluth, MN-WI",83,43,0,0,40,3,69
06-2008,,,"Durham, NC",207,191,4,0,12,1,100
06-2008,,,"Eau Claire, WI",36,32,4,0,0,0,91
06-2008,,,"El Centro, CA",29,21,0,3,5,1,71
06-2008,,,"El Paso, TX",271,271,0,0,0,0,96
06-2008,,,"Elizabethtown, KY",47,29,0,4,14,1,62
06-2008,,,"Elkhart-Goshen, IN",46,41,0,0,5,1,97
06-2008,,,"Elmira, NY",1,1,0,0,0,0,11
06-2008,,,"Erie, PA",23,23,0,0,0,0,74
06-2008,,,"Eugene-Springfield, OR",55,53,2,0,0,0,100
06-2008,,,"Evansville, IN-KY",84,45,0,3,36,5,89
06-2008,,,"Fairbanks, AK",5,5,0,0,0,0,100
06-2008,,,"Fargo, ND-MN",111,87,0,0,24,1,78
06-2008,,,"Farmington, NM",41,41,0,0,0,0,100
06-2008,,,"Fayetteville, NC",141,117,0,0,24,1,93
06-2008,,,"Fayetteville-Springdale-Rogers, AR-MO",192,125,16,6,45,4,93
06-2008,,,"Flagstaff, AZ",20,20,0,0,0,0,91
06-2008,,,"Flint, MI",15,15,0,0,0,0,63
06-2008,,,"Florence, SC",61,44,0,0,17,1,99
06-2008,,,"Florence-Muscle Shoals, AL",24,17,2,0,5,1,88
06-2008,,,"Fond du Lac, WI",13,6,2,0,5,1,44
06-2008,,,"Fort Collins-Loveland, CO",97,52,0,0,45,4,100
06-2008,,,"Fort Smith, AR-OK",54,36,14,4,0,0,92
06-2008,,,"Fort Walton Beach-Crestview-Destin, FL",58,26,0,0,32,2,77
06-2008,,,"Fort Wayne, IN",80,78,2,0,0,0,100
06-2008,,,"Fresno, CA",470,459,2,3,6,1,81
06-2008,,,"Gadsden, AL",8,8,0,0,0,0,62
06-2008,,,"Gainesville, FL",68,37,0,0,31,1,99
06-2008,,,"Gainesville, GA",36,36,0,0,0,0,94
06-2008,,,"Glens Falls, NY",28,26,2,0,0,0,77
06-2008,,,"Goldsboro, NC",30,30,0,0,0,0,79
06-2008,,,"Grand Forks, ND-MN",11,11,0,0,0,0,221
06-2008,,,"Grand Junction, CO",75,75,0,0,0,0,100
06-2008,,,"Grand Rapids-Wyoming, MI",131,103,0,0,28,3,100
06-2008,,,"Great Falls, MT",4,4,0,0,0,0,91
06-2008,,,"Greeley, CO",131,106,0,3,22,2,100
06-2008,,,"Green Bay, WI",94,82,0,3,9,1,80
06-2008,,,"Greensboro-High Point, NC",378,177,0,0,201,11,100
06-2008,,,"Greenville, NC",290,49,20,0,221,4,99
06-2008,,,"Greenville, SC",298,259,2,0,37,5,100
06-2008,,,"Gulfport-Biloxi, MS",350,194,20,16,120,5,93
06-2008,,,"Hagerstown-Martinsburg, MD-WV",119,59,0,0,60,5,96
