date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
09-2005,,,"Abilene, TX",25,23,2,0,0,0,
09-2005,,,"Akron, OH",181,157,2,3,19,1,
09-2005,,,"Albany, GA",57,53,4,0,0,0,
09-2005,,,"Albany-Schenectady-Troy, NY",368,150,2,0,216,7,
09-2005,,,"Albuquerque, NM",692,650,0,6,36,2,
09-2005,,,"Alexandria, LA",60,58,2,0,0,0,
09-2005,,,"Allentown-Bethlehem-Easton, PA-NJ",450,425,4,16,5,1,
09-2005,,,"Altoona, PA",2,2,0,0,0,0,
09-2005,,,"Amarillo, TX",58,58,0,0,0,0,
09-2005,,,"Ames, IA",65,27,0,0,38,2,
09-2005,,,"Anchorage, AK",191,87,44,6,54,5,
09-2005,,,"Anderson, IN",41,41,0,0,0,0,
09-2005,,,"Anderson, SC",102,100,2,0,0,0,
09-2005,,,"Ann Arbor, MI",88,86,2,0,0,0,
09-2005,,,"Anniston-Oxford, AL",15,15,0,0,0,0,
09-2005,,,"Appleton, WI",85,73,12,0,0,0,
09-2005,,,"Asheville, NC",319,306,4,3,6,1,
09-2005,,,"Athens-Clarke County, GA",111,87,0,24,0,0,
09-2005,,,"Atlanta-Sandy Springs-Marietta, GA",6538,4970,12,8,1548,43,
09-2005,,,"Atlantic City, NJ",199,199,0,0,0,0,
09-2005,,,"Auburn-Opelika, AL",122,122,0,0,0,0,
09-2005,,,"Augusta-Richmond County, GA-SC",294,294,0,0,0,0,
09-2005,,,"Austin-Round Rock, TX",1769,1491,24,17,237,9,
09-2005,,,"Bakersfield, CA",618,541,6,56,15,2,
09-2005,,,"Baltimore-Towson, MD",663,608,4,12,39,5,
09-2005,,,"Bangor, ME",46,30,4,12,0,0,
09-2005,,,"Barnstable Town, MA",105,96,0,0,9,1,
09-2005,,,"Baton Rouge, LA",630,610,4,0,16,2,
09-2005,,,"Battle Creek, MI",14,12,2,0,0,0,
09-2005,,,"Bay City, MI",6,6,0,0,0,0,
09-2005,,,"Beaumont-Port Arthur, TX",61,61,0,0,0,0,
09-2005,,,"Bellingham, WA",139,109,6,24,0,0,
09-2005,,,"Bend, OR",393,322,26,3,42,4,
09-2005,,,"Billings, MT",53,41,0,12,0,0,
09-2005,,,"Binghamton, NY",2,2,0,0,0,0,
09-2005,,,"Birmingham-Hoover, AL",594,591,0,3,0,0,
09-2005,,,"Bismarck, ND",98,96,2,0,0,0,
09-2005,,,"Bloomington, IN",90,49,16,4,21,2,
09-2005,,,"Bloomington-Normal, IL",70,61,0,0,9,1,
09-2005,,,"Boise City-Nampa, ID",962,894,16,52,0,0,
09-2005,,,"Boston-Cambridge-Quincy, MA-NH",1252,853,58,34,307,29,
09-2005,,,"Boulder, CO",57,41,2,0,14,1,
09-2005,,,"Bowling Green, KY",79,77,2,0,0,0,
09-2005,,,"Bremerton-Silverdale, WA",103,103,0,0,0,0,
09-2005,,,"Bridgeport-Stamford-Norwalk, CT",209,179,4,6,20,4,
09-2005,,,"Brownsville-Harlingen, TX",278,226,6,22,24,3,
09-2005,,,"Brunswick, GA",88,77,2,0,9,1,
09-2005,,,"Buffalo-Niagara Falls, NY",143,129,2,4,8,1,
09-2005,,,"Burlington, NC",153,153,0,0,0,0,
09-2005,,,"Burlington-South Burlington, VT",75,52,10,8,5,1,
09-2005,,,"Canton-Massillon, OH",84,79,0,0,5,1,
09-2005,,,"Cape Coral-Fort Myers, FL",3120,2308,0,0,812,61,
09-2005,,,"Carson City, NV",7,7,0,0,0,0,
09-2005,,,"Casper, WY",21,21,0,0,0,0,
09-2005,,,"Cedar Rapids, IA",202,100,4,18,80,1,
09-2005,,,"Champaign-Urbana, IL",321,51,0,0,270,12,
09-2005,,,"Charleston, WV",33,33,0,0,0,0,
09-2005,,,"Charleston-North Charleston, SC",1161,817,0,13,331,25,
09-2005,,,"Charlotte-Gastonia-Concord, NC-SC",2127,1741,4,4,378,16,
09-2005,,,"Charlottesville, VA",79,79,0,0,0,0,
09-2005,,,"Chattanooga, TN-GA",321,287,10,0,24,4,
09-2005,,,"Cheyenne, WY",83,68,0,4,11,2,
09-2005,,,"Chicago-Naperville-Joliet, IL-IN-WI",4897,3445,92,268,1092,71,
09-2005,,,"Chico, CA",99,99,0,0,0,0,
09-2005,,,"Cincinnati-Middletown, OH-KY-IN",1402,1051,36,37,278,20,
09-2005,,,"Clarksville, TN-KY",349,169,0,0,180,6,
09-2005,,,"Cleveland, TN",55,51,0,4,0,0,
09-2005,,,"Cleveland-Elyria-Mentor, OH",586,531,8,16,31,4,
09-2005,,,"Coeur d""Alene, ID",242,203,16,10,13,2,
09-2005,,,"College Station-Bryan, TX",112,52,2,23,35,6,
09-2005,,,"Colorado Springs, CO",456,444,4,0,8,1,
09-2005,,,"Columbia, MO",151,122,20,4,5,1,
09-2005,,,"Columbia, SC",607,540,2,0,65,4,
09-2005,,,"Columbus, GA-AL",171,138,0,4,29,2,
09-2005,,,"Columbus, IN",23,23,0,0,0,0,
09-2005,,,"Columbus, OH",1082,757,2,146,177,19,
09-2005,,,"Corpus Christi, TX",198,188,10,0,0,0,
09-2005,,,"Corvallis, OR",50,14,0,0,36,5,
09-2005,,,"Cumberland, MD-WV",10,10,0,0,0,0,
09-2005,,,"Dallas-Fort Worth-Arlington, TX",4361,3921,18,3,419,18,
09-2005,,,"Dalton, GA",73,60,2,4,7,1,
09-2005,,,"Danville, IL",1,1,0,0,0,0,
09-2005,,,"Danville, VA",25,22,0,3,0,0,
09-2005,,,"Davenport-Moline-Rock Island, IA-IL",98,62,0,0,36,3,
09-2005,,,"Dayton, OH",158,158,0,0,0,0,
09-2005,,,"Decatur, AL",28,28,0,0,0,0,
09-2005,,,"Decatur, IL",2,2,0,0,0,0,
09-2005,,,"Deltona-Daytona Beach-Ormond Beach, FL",382,324,0,0,58,4,
09-2005,,,"Denver-Aurora, CO",2063,1758,0,80,225,24,
09-2005,,,"Des Moines, IA",621,469,0,0,152,9,
09-2005,,,"Detroit-Warren-Livonia, MI",1392,1087,12,20,273,18,
09-2005,,,"Dothan, AL",37,37,0,0,0,0,
09-2005,,,"Dover, DE",189,189,0,0,0,0,
09-2005,,,"Dubuque, IA",35,31,4,0,0,0,
09-2005,,,"Duluth, MN-WI",105,81,6,3,15,1,
09-2005,,,"Durham, NC",408,390,6,12,0,0,
09-2005,,,"Eau Claire, WI",93,77,8,8,0,0,
09-2005,,,"El Centro, CA",63,52,0,0,11,2,
09-2005,,,"El Paso, TX",287,287,0,0,0,0,
09-2005,,,"Elizabethtown, KY",72,70,2,0,0,0,
09-2005,,,"Elkhart-Goshen, IN",70,70,0,0,0,0,
09-2005,,,"Elmira, NY",2,2,0,0,0,0,
09-2005,,,"Erie, PA",37,37,0,0,0,0,
09-2005,,,"Eugene-Springfield, OR",183,118,8,52,5,1,
09-2005,,,"Evansville, IN-KY",148,88,0,4,56,4,
09-2005,,,"Fairbanks, AK",35,19,6,4,6,1,
09-2005,,,"Fargo, ND-MN",182,180,2,0,0,0,
09-2005,,,"Farmington, NM",41,41,0,0,0,0,
09-2005,,,"Fayetteville, NC",240,240,0,0,0,0,
09-2005,,,"Fayetteville-Springdale-Rogers, AR-MO",497,334,36,10,117,11,
09-2005,,,"Flagstaff, AZ",174,90,0,0,84,7,
09-2005,,,"Flint, MI",81,81,0,0,0,0,
09-2005,,,"Florence, SC",37,37,0,0,0,0,
09-2005,,,"Florence-Muscle Shoals, AL",24,24,0,0,0,0,
09-2005,,,"Fond du Lac, WI",29,27,2,0,0,0,
09-2005,,,"Fort Collins-Loveland, CO",276,220,14,6,36,2,
09-2005,,,"Fort Smith, AR-OK",85,69,16,0,0,0,
09-2005,,,"Fort Walton Beach-Crestview-Destin, FL",195,106,0,0,89,2,
09-2005,,,"Fort Wayne, IN",199,187,12,0,0,0,
09-2005,,,"Fresno, CA",473,356,10,14,93,14,
09-2005,,,"Gadsden, AL",14,14,0,0,0,0,
09-2005,,,"Gainesville, FL",163,125,0,4,34,2,
09-2005,,,"Gainesville, GA",125,125,0,0,0,0,
09-2005,,,"Glens Falls, NY",93,87,0,0,6,1,
09-2005,,,"Goldsboro, NC",48,48,0,0,0,0,
09-2005,,,"Grand Forks, ND-MN",26,26,0,0,0,0,
09-2005,,,"Grand Junction, CO",118,118,0,0,0,0,
09-2005,,,"Grand Rapids-Wyoming, MI",272,250,0,3,19,2,
09-2005,,,"Great Falls, MT",37,34,0,3,0,0,
09-2005,,,"Greeley, CO",440,416,12,0,12,1,
09-2005,,,"Green Bay, WI",203,158,4,0,41,4,
09-2005,,,"Greensboro-High Point, NC",524,457,14,3,50,3,
09-2005,,,"Greenville, NC",135,113,14,0,8,1,
09-2005,,,"Greenville, SC",473,448,0,0,25,2,
09-2005,,,"Gulfport-Biloxi, MS",43,43,0,0,0,0,
09-2005,,,"Hagerstown-Martinsburg, MD-WV",406,298,60,0,48,4,
09-2005,,,"Hanford-Corcoran, CA",119,119,0,0,0,0,
09-2005,,,"Harrisburg-Carlisle, PA",141,141,0,0,0,0,
09-2005,,,"Harrisonburg, VA",101,101,0,0,0,0,
09-2005,,,"Hartford-West Hartford-East Hartford, CT",372,207,8,0,157,7,
09-2005,,,"Hattiesburg, MS",43,9,0,4,30,2,
09-2005,,,"Hickory-Lenoir-Morganton, NC",146,122,0,0,24,2,
09-2005,,,"Hinesville-Fort Stewart, GA",19,19,0,0,0,0,
09-2005,,,"Holland-Grand Haven, MI",125,98,4,8,15,2,
09-2005,,,"Honolulu, HI",368,194,0,0,174,24,
09-2005,,,"Hot Springs, AR",14,14,0,0,0,0,
09-2005,,,"Houma-Bayou Cane-Thibodaux, LA",78,78,0,0,0,0,
09-2005,,,"Houston-Baytown-Sugar Land, TX",4849,3770,2,3,1074,39,
09-2005,,,"Huntington-Ashland, WV-KY-OH",4,4,0,0,0,0,
09-2005,,,"Huntsville, AL",323,323,0,0,0,0,
09-2005,,,"Idaho Falls, ID",230,154,4,24,48,2,
09-2005,,,"Indianapolis, IN",1292,1199,28,53,12,2,
09-2005,,,"Iowa City, IA",103,88,0,10,5,1,
09-2005,,,"Ithaca, NY",5,5,0,0,0,0,
09-2005,,,"Jackson, MI",15,15,0,0,0,0,
09-2005,,,"Jackson, MS",277,235,0,8,34,4,
09-2005,,,"Jackson, TN",71,71,0,0,0,0,
09-2005,,,"Jacksonville, FL",2566,2058,10,4,494,24,
09-2005,,,"Jacksonville, NC",171,123,0,0,48,3,
09-2005,,,"Janesville, WI",40,36,0,4,0,0,
09-2005,,,"Jefferson City, MO",30,30,0,0,0,0,
09-2005,,,"Johnson City, TN",100,96,0,4,0,0,
09-2005,,,"Johnstown, PA",1,1,0,0,0,0,
09-2005,,,"Jonesboro, AR",39,39,0,0,0,0,
09-2005,,,"Joplin, MO",20,20,0,0,0,0,
09-2005,,,"Kalamazoo-Portage, MI",61,61,0,0,0,0,
09-2005,,,"Kankakee-Bradley, IL",19,19,0,0,0,0,
09-2005,,,"Kansas City, MO-KS",1078,969,40,23,46,5,
09-2005,,,"Kennewick-Richland-Pasco, WA",287,173,2,21,91,5,
09-2005,,,"Killeen-Temple-Fort Hood, TX",383,314,36,0,33,2,
09-2005,,,"Kingsport-Bristol-Bristol, TN-VA",96,96,0,0,0,0,
09-2005,,,"Kingston, NY",62,62,0,0,0,0,
09-2005,,,"Knoxville, TN",450,401,2,4,43,2,
09-2005,,,"Kokomo, IN",24,18,6,0,0,0,
09-2005,,,"La Crosse, WI-MN",55,42,4,0,9,1,
09-2005,,,"Lafayette, IN",84,84,0,0,0,0,
09-2005,,,"Lafayette, LA",230,230,0,0,0,0,
09-2005,,,"Lake Charles, LA",34,23,2,0,9,1,
