date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
08-2013,999,10180,"Abilene, TX",28,28,0,0,0,0,96
08-2013,184,10420,"Akron, OH",47,47,0,0,0,0,75
08-2013,999,10500,"Albany, GA",22,20,2,0,0,0,93
08-2013,104,10580,"Albany-Schenectady-Troy, NY",204,86,4,0,114,6,65
08-2013,999,10740,"Albuquerque, NM",373,116,0,16,241,26,100
08-2013,999,10780,"Alexandria, LA",40,32,0,0,8,1,98
08-2013,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",123,94,2,0,27,4,100
08-2013,999,11020,"Altoona, PA",3,3,0,0,0,0,24
08-2013,999,11100,"Amarillo, TX",50,50,0,0,0,0,96
08-2013,112,11180,"Ames, IA",19,19,0,0,0,0,95
08-2013,999,11260,"Anchorage, AK",31,31,0,0,0,0,100
08-2013,294,11300,"Anderson, IN",3,3,0,0,0,0,85
08-2013,273,11340,"Anderson, SC",39,39,0,0,0,0,88
08-2013,220,11460,"Ann Arbor, MI",46,28,0,0,18,3,84
08-2013,999,11500,"Anniston-Oxford, AL",8,8,0,0,0,0,62
08-2013,118,11540,"Appleton, WI",43,41,2,0,0,0,90
08-2013,120,11700,"Asheville, NC",115,115,0,0,0,0,94
08-2013,999,12020,"Athens-Clarke County, GA",20,20,0,0,0,0,86
08-2013,122,12060,"Atlanta-Sandy Springs-Marietta, GA",1649,1320,2,59,268,11,100
08-2013,999,12100,"Atlantic City-Hammonton, NJ",47,39,0,8,0,0,100
08-2013,194,12220,"Auburn-Opelika, AL",64,64,0,0,0,0,100
08-2013,999,12260,"Augusta-Richmond County, GA-SC",175,151,0,0,24,2,92
08-2013,126,12420,"Austin-Round Rock-San Marcos, TX",1641,919,38,0,684,24,100
08-2013,999,12540,"Bakersfield-Delano, CA",270,169,0,3,98,7,92
08-2013,548,12580,"Baltimore-Towson, MD",824,457,0,0,367,7,100
08-2013,999,12620,"Bangor, ME",14,14,0,0,0,0,47
08-2013,999,12700,"Barnstable Town, MA",43,36,0,0,7,1,81
08-2013,132,12940,"Baton Rouge, LA",402,216,0,0,186,3,92
