date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
01-2004,,,"Abilene, TX",22,20,2,0,0,0,
01-2004,,,"Akron, OH",126,119,4,3,0,0,
01-2004,,,"Albany, GA",52,52,0,0,0,0,
01-2004,,,"Albany-Schenectady-Troy, NY",123,97,6,4,16,3,
01-2004,,,"Albuquerque, NM",713,421,0,4,288,14,
01-2004,,,"Alexandria, LA",25,25,0,0,0,0,
01-2004,,,"Allentown-Bethlehem-Easton, PA-NJ",234,214,0,3,17,2,
01-2004,,,"Altoona, PA",1,1,0,0,0,0,
01-2004,,,"Amarillo, TX",52,52,0,0,0,0,
01-2004,,,"Ames, IA",136,9,0,0,127,3,
01-2004,,,"Anchorage, AK",55,39,8,8,0,0,
01-2004,,,"Anderson, IN",19,19,0,0,0,0,
01-2004,,,"Anderson, SC",137,137,0,0,0,0,
01-2004,,,"Ann Arbor, MI",107,107,0,0,0,0,
01-2004,,,"Anniston-Oxford, AL",21,19,2,0,0,0,
01-2004,,,"Appleton, WI",100,70,20,0,10,1,
01-2004,,,"Asheville, NC",224,214,4,0,6,1,
01-2004,,,"Athens-Clarke County, GA",133,103,0,16,14,2,
01-2004,,,"Atlanta-Sandy Springs-Marietta, GA",5794,4317,46,28,1403,65,
01-2004,,,"Atlantic City, NJ",75,75,0,0,0,0,
01-2004,,,"Auburn-Opelika, AL",194,176,18,0,0,0,
01-2004,,,"Augusta-Richmond County, GA-SC",290,288,2,0,0,0,
01-2004,,,"Austin-Round Rock, TX",1567,943,18,69,537,27,
01-2004,,,"Bakersfield, CA",471,415,6,50,0,0,
01-2004,,,"Baltimore-Towson, MD",539,487,0,4,48,1,
01-2004,,,"Bangor, ME",12,12,0,0,0,0,
01-2004,,,"Barnstable Town, MA",85,82,0,3,0,0,
01-2004,,,"Baton Rouge, LA",319,265,0,16,38,3,
01-2004,,,"Battle Creek, MI",8,8,0,0,0,0,
01-2004,,,"Bay City, MI",6,6,0,0,0,0,
01-2004,,,"Beaumont-Port Arthur, TX",67,62,0,0,5,1,
01-2004,,,"Bellingham, WA",85,72,2,11,0,0,
01-2004,,,"Bend, OR",210,179,18,13,0,0,
01-2004,,,"Billings, MT",21,17,0,4,0,0,
01-2004,,,"Binghamton, NY",8,8,0,0,0,0,
01-2004,,,"Birmingham-Hoover, AL",913,487,0,0,426,24,
01-2004,,,"Bismarck, ND",4,4,0,0,0,0,
01-2004,,,"Blacksburg-Christiansburg-Radford, VA",83,78,0,0,5,1,
01-2004,,,"Bloomington, IN",57,31,14,3,9,1,
01-2004,,,"Bloomington-Normal, IL",47,47,0,0,0,0,
01-2004,,,"Boise City-Nampa, ID",411,380,16,15,0,0,
01-2004,,,"Boston-Cambridge-Quincy, MA-NH",1066,470,48,35,513,17,
01-2004,,,"Boulder, CO",160,54,0,0,106,3,
01-2004,,,"Bowling Green, KY",88,66,22,0,0,0,
01-2004,,,"Bremerton-Silverdale, WA",77,66,8,3,0,0,
01-2004,,,"Bridgeport-Stamford-Norwalk, CT",236,108,6,0,122,7,
01-2004,,,"Brownsville-Harlingen, TX",346,255,14,51,26,4,
01-2004,,,"Brunswick, GA",97,97,0,0,0,0,
01-2004,,,"Buffalo-Niagara Falls, NY",99,99,0,0,0,0,
01-2004,,,"Burlington, NC",79,79,0,0,0,0,
01-2004,,,"Burlington-South Burlington, VT",86,30,2,0,54,3,
01-2004,,,"Canton-Massillon, OH",60,55,0,0,5,1,
01-2004,,,"Cape Coral-Fort Myers, FL",1501,1063,160,54,224,22,
01-2004,,,"Carson City, NV",5,5,0,0,0,0,
01-2004,,,"Casper, WY",14,14,0,0,0,0,
01-2004,,,"Cedar Rapids, IA",90,58,0,4,28,4,
01-2004,,,"Champaign-Urbana, IL",80,72,0,0,8,1,
01-2004,,,"Charleston, WV",16,16,0,0,0,0,
01-2004,,,"Charleston-North Charleston, SC",470,430,8,3,29,4,
01-2004,,,"Charlotte-Gastonia-Concord, NC-SC",1404,1173,2,4,225,20,
01-2004,,,"Charlottesville, VA",183,96,0,0,87,5,
01-2004,,,"Chattanooga, TN-GA",218,192,4,4,18,3,
01-2004,,,"Cheyenne, WY",45,41,4,0,0,0,
01-2004,,,"Chicago-Naperville-Joliet, IL-IN-WI",2267,1690,42,135,400,21,
01-2004,,,"Chico, CA",129,129,0,0,0,0,
01-2004,,,"Cincinnati-Middletown, OH-KY-IN",719,643,0,8,68,5,
01-2004,,,"Clarksville, TN-KY",180,177,0,3,0,0,
01-2004,,,"Cleveland, TN",129,36,4,4,85,1,
