date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
03-2006,,,"Abilene, TX",23,19,4,0,0,0,
03-2006,,,"Akron, OH",174,143,2,11,18,1,
03-2006,,,"Albany, GA",59,54,2,3,0,0,
03-2006,,,"Albany-Schenectady-Troy, NY",173,110,0,4,59,5,
03-2006,,,"Albuquerque, NM",873,831,0,3,39,1,
03-2006,,,"Alexandria, LA",80,80,0,0,0,0,
03-2006,,,"Allentown-Bethlehem-Easton, PA-NJ",411,394,0,7,10,2,
03-2006,,,"Altoona, PA",0,0,0,0,0,0,
03-2006,,,"Amarillo, TX",89,89,0,0,0,0,
03-2006,,,"Ames, IA",54,26,0,0,28,2,
03-2006,,,"Anchorage, AK",172,74,36,4,58,6,
03-2006,,,"Anderson, IN",25,25,0,0,0,0,
03-2006,,,"Anderson, SC",118,118,0,0,0,0,
03-2006,,,"Ann Arbor, MI",67,40,2,8,17,3,
03-2006,,,"Anniston-Oxford, AL",17,17,0,0,0,0,
03-2006,,,"Appleton, WI",72,57,4,11,0,0,
03-2006,,,"Asheville, NC",394,361,4,23,6,1,
03-2006,,,"Athens-Clarke County, GA",166,114,0,0,52,6,
03-2006,,,"Atlanta-Sandy Springs-Marietta, GA",7278,5663,18,88,1509,53,
03-2006,,,"Atlantic City, NJ",170,152,2,4,12,1,
03-2006,,,"Auburn-Opelika, AL",178,148,0,0,30,2,
03-2006,,,"Augusta-Richmond County, GA-SC",323,323,0,0,0,0,
03-2006,,,"Austin-Round Rock, TX",3123,2162,84,24,853,28,
03-2006,,,"Bakersfield, CA",581,466,16,11,88,7,
03-2006,,,"Baltimore-Towson, MD",939,811,2,0,126,8,
03-2006,,,"Bangor, ME",23,23,0,0,0,0,
03-2006,,,"Barnstable Town, MA",84,74,0,0,10,1,
03-2006,,,"Baton Rouge, LA",539,518,0,4,17,2,
03-2006,,,"Battle Creek, MI",9,9,0,0,0,0,
03-2006,,,"Bay City, MI",3,3,0,0,0,0,
