date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
12-2007,,,"Abilene, TX",10,10,0,0,0,0,91
12-2007,,,"Akron, OH",50,36,0,3,11,1,69
12-2007,,,"Albany, GA",25,19,2,4,0,0,84
12-2007,,,"Albany-Schenectady-Troy, NY",84,62,2,4,16,2,59
12-2007,,,"Albuquerque, NM",164,164,0,0,0,0,100
12-2007,,,"Alexandria, LA",30,30,0,0,0,0,97
12-2007,,,"Allentown-Bethlehem-Easton, PA-NJ",146,131,0,0,15,2,100
12-2007,,,"Altoona, PA",1,1,0,0,0,0,7
12-2007,,,"Amarillo, TX",35,35,0,0,0,0,79
12-2007,,,"Ames, IA",53,13,0,0,40,2,92
12-2007,,,"Anchorage, AK",12,10,2,0,0,0,100
12-2007,,,"Anderson, IN",8,8,0,0,0,0,73
12-2007,,,"Anderson, SC",51,51,0,0,0,0,90
12-2007,,,"Ann Arbor, MI",28,23,0,0,5,1,72
12-2007,,,"Anniston-Oxford, AL",7,7,0,0,0,0,78
12-2007,,,"Appleton, WI",14,14,0,0,0,0,79
12-2007,,,"Asheville, NC",210,189,0,0,21,1,88
12-2007,,,"Athens-Clarke County, GA",35,29,0,0,6,1,73
12-2007,,,"Atlanta-Sandy Springs-Marietta, GA",1780,1153,2,31,594,26,100
12-2007,,,"Atlantic City-Hammonton, NJ",70,50,2,0,18,1,100
12-2007,,,"Auburn-Opelika, AL",50,50,0,0,0,0,100
12-2007,,,"Augusta-Richmond County, GA-SC",446,112,2,0,332,17,80
12-2007,,,"Austin-Round Rock, TX",1223,654,40,4,525,28,100
12-2007,,,"Bakersfield, CA",184,135,6,35,8,1,90
12-2007,,,"Baltimore-Towson, MD",616,242,0,0,374,8,100
12-2007,,,"Bangor, ME",7,7,0,0,0,0,49
12-2007,,,"Barnstable Town, MA",62,55,2,0,5,1,88
12-2007,,,"Baton Rouge, LA",260,210,0,0,50,7,94
12-2007,,,"Battle Creek, MI",1,1,0,0,0,0,55
12-2007,,,"Bay City, MI",1,1,0,0,0,0,21
12-2007,,,"Beaumont-Port Arthur, TX",21,21,0,0,0,0,76
12-2007,,,"Bellingham, WA",35,19,0,0,16,1,69
12-2007,,,"Bend, OR",67,63,0,4,0,0,100
12-2007,,,"Billings, MT",36,36,0,0,0,0,90
12-2007,,,"Binghamton, NY",1,1,0,0,0,0,18
12-2007,,,"Birmingham-Hoover, AL",239,160,0,0,79,4,100
12-2007,,,"Bismarck, ND",23,23,0,0,0,0,98
12-2007,,,"Bloomington, IN",8,8,0,0,0,0,86
12-2007,,,"Bloomington-Normal, IL",16,9,0,0,7,1,84
12-2007,,,"Boise City-Nampa, ID",353,215,4,12,122,4,100
12-2007,,,"Boston-Cambridge-Quincy, MA-NH",727,476,26,11,214,15,100
12-2007,,,"Boulder, CO",37,11,0,0,26,2,78
12-2007,,,"Bowling Green, KY",15,15,0,0,0,0,99
12-2007,,,"Bradenton-Sarasota-Venice, FL",137,126,2,3,6,1,100
12-2007,,,"Bremerton-Silverdale, WA",41,35,0,0,6,1,84
12-2007,,,"Bridgeport-Stamford-Norwalk, CT",61,43,12,0,6,1,90
12-2007,,,"Brownsville-Harlingen, TX",112,78,14,8,12,1,86
12-2007,,,"Brunswick, GA",31,31,0,0,0,0,80
12-2007,,,"Buffalo-Niagara Falls, NY",59,52,0,0,7,1,78
12-2007,,,"Burlington, NC",61,61,0,0,0,0,92
12-2007,,,"Burlington-South Burlington, VT",17,13,4,0,0,0,82
12-2007,,,"Canton-Massillon, OH",28,23,0,0,5,1,82
12-2007,,,"Cape Coral-Fort Myers, FL",69,63,0,0,6,1,100
12-2007,,,"Carson City, NV",7,5,2,0,0,0,100
12-2007,,,"Casper, WY",15,15,0,0,0,0,86
12-2007,,,"Cedar Rapids, IA",21,19,2,0,0,0,86
12-2007,,,"Champaign-Urbana, IL",69,13,0,0,56,7,66
12-2007,,,"Charleston, WV",11,9,2,0,0,0,43
12-2007,,,"Charleston-North Charleston-Summerville, SC",540,220,6,3,311,15,100
12-2007,,,"Charlotte-Gastonia-Concord, NC-SC",821,652,2,28,139,15,100
12-2007,,,"Charlottesville, VA",40,40,0,0,0,0,66
12-2007,,,"Chattanooga, TN-GA",136,97,4,8,27,3,82
12-2007,,,"Cheyenne, WY",14,14,0,0,0,0,100
12-2007,,,"Chicago-Naperville-Joliet, IL-IN-WI",2115,675,34,58,1348,38,100
12-2007,,,"Chico, CA",29,29,0,0,0,0,89
12-2007,,,"Cincinnati-Middletown, OH-KY-IN",431,248,6,133,44,6,100
12-2007,,,"Clarksville, TN-KY",38,30,4,4,0,0,54
12-2007,,,"Cleveland, TN",23,21,2,0,0,0,81
12-2007,,,"Cleveland-Elyria-Mentor, OH",237,186,2,12,37,5,100
12-2007,,,"Coeur dAlene, ID",53,39,0,0,14,1,97
12-2007,,,"College Station-Bryan, TX",270,46,0,0,224,20,98
12-2007,,,"Colorado Springs, CO",164,116,0,0,48,1,100
12-2007,,,"Columbia, MO",16,16,0,0,0,0,100
12-2007,,,"Columbia, SC",265,209,0,9,47,2,100
12-2007,,,"Columbus, GA-AL",82,54,0,3,25,2,88
12-2007,,,"Columbus, IN",17,17,0,0,0,0,99
12-2007,,,"Columbus, OH",402,201,4,16,181,12,100
12-2007,,,"Corpus Christi, TX",134,55,2,12,65,2,89
12-2007,,,"Corvallis, OR",2,2,0,0,0,0,69
12-2007,,,"Cumberland, MD-WV",10,10,0,0,0,0,20
12-2007,,,"Dallas-Fort Worth-Arlington, TX",2412,1332,28,80,972,15,100
12-2007,,,"Dalton, GA",29,18,2,3,6,1,88
12-2007,,,"Danville, IL",0,0,0,0,0,0,11
12-2007,,,"Danville, VA",7,7,0,0,0,0,81
12-2007,,,"Davenport-Moline-Rock Island, IA-IL",12,12,0,0,0,0,18
12-2007,,,"Dayton, OH",55,53,2,0,0,0,83
12-2007,,,"Decatur, AL",62,10,0,0,52,2,77
12-2007,,,"Decatur, IL",3,3,0,0,0,0,67
12-2007,,,"Deltona-Daytona Beach-Ormond Beach, FL",84,58,0,0,26,2,100
12-2007,,,"Denver-Aurora, CO",1313,349,0,0,964,46,100
12-2007,,,"Des Moines-West Des Moines, IA",194,171,2,0,21,2,100
12-2007,,,"Detroit-Warren-Livonia, MI",172,164,2,0,6,1,100
12-2007,,,"Dothan, AL",20,20,0,0,0,0,87
12-2007,,,"Dover, DE",65,53,0,0,12,1,100
12-2007,,,"Dubuque, IA",6,4,2,0,0,0,84
12-2007,,,"Duluth, MN-WI",28,20,0,3,5,1,69
12-2007,,,"Durham, NC",195,130,4,0,61,3,100
12-2007,,,"Eau Claire, WI",17,15,2,0,0,0,92
12-2007,,,"El Centro, CA",44,37,2,0,5,1,85
12-2007,,,"El Paso, TX",115,99,0,11,5,1,90
12-2007,,,"Elizabethtown, KY",16,16,0,0,0,0,59
12-2007,,,"Elkhart-Goshen, IN",58,32,0,0,26,2,97
12-2007,,,"Elmira, NY",1,1,0,0,0,0,20
12-2007,,,"Erie, PA",44,8,0,0,36,3,57
12-2007,,,"Eugene-Springfield, OR",112,52,0,0,60,4,100
12-2007,,,"Evansville, IN-KY",32,27,0,0,5,1,88
12-2007,,,"Fairbanks, AK",9,7,2,0,0,0,100
12-2007,,,"Fargo, ND-MN",62,10,0,0,52,2,79
12-2007,,,"Farmington, NM",15,15,0,0,0,0,100
12-2007,,,"Fayetteville, NC",90,90,0,0,0,0,96
12-2007,,,"Fayetteville-Springdale-Rogers, AR-MO",143,98,18,0,27,2,91
12-2007,,,"Flagstaff, AZ",19,19,0,0,0,0,93
12-2007,,,"Flint, MI",8,8,0,0,0,0,61
12-2007,,,"Florence, SC",29,29,0,0,0,0,97
12-2007,,,"Florence-Muscle Shoals, AL",25,23,2,0,0,0,94
12-2007,,,"Fond du Lac, WI",6,6,0,0,0,0,56
12-2007,,,"Fort Collins-Loveland, CO",57,39,0,0,18,3,100
12-2007,,,"Fort Smith, AR-OK",35,35,0,0,0,0,90
12-2007,,,"Fort Walton Beach-Crestview-Destin, FL",44,27,0,3,14,2,55
12-2007,,,"Fort Wayne, IN",40,40,0,0,0,0,100
12-2007,,,"Fresno, CA",161,128,30,3,0,0,76
12-2007,,,"Gadsden, AL",5,5,0,0,0,0,62
12-2007,,,"Gainesville, FL",121,55,2,0,64,3,99
12-2007,,,"Gainesville, GA",35,30,0,0,5,1,82
12-2007,,,"Glens Falls, NY",31,22,0,4,5,1,84
12-2007,,,"Goldsboro, NC",22,22,0,0,0,0,83
