date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
08-2008,,,"Abilene, TX",17,17,0,0,0,0,98
08-2008,,,"Akron, OH",78,62,0,3,13,1,68
08-2008,,,"Albany, GA",20,15,2,3,0,0,96
08-2008,,,"Albany-Schenectady-Troy, NY",128,66,0,7,55,5,75
08-2008,,,"Albuquerque, NM",181,141,0,3,37,2,100
08-2008,,,"Alexandria, LA",28,28,0,0,0,0,99
08-2008,,,"Allentown-Bethlehem-Easton, PA-NJ",152,150,2,0,0,0,100
08-2008,,,"Altoona, PA",3,3,0,0,0,0,9
08-2008,,,"Amarillo, TX",0,0,0,0,0,0,97
08-2008,,,"Ames, IA",18,9,0,0,9,1,94
08-2008,,,"Anchorage, AK",42,16,6,4,16,1,100
08-2008,,,"Anderson, IN",4,4,0,0,0,0,64
08-2008,,,"Anderson, SC",39,39,0,0,0,0,89
08-2008,,,"Ann Arbor, MI",20,15,0,0,5,1,71
08-2008,,,"Anniston-Oxford, AL",9,9,0,0,0,0,83
08-2008,,,"Appleton, WI",42,36,6,0,0,0,81
08-2008,,,"Asheville, NC",162,155,0,7,0,0,94
08-2008,,,"Athens-Clarke County, GA",70,30,0,0,40,2,79
08-2008,,,"Atlanta-Sandy Springs-Marietta, GA",1707,881,6,23,797,25,100
08-2008,,,"Atlantic City-Hammonton, NJ",54,49,0,0,5,1,100
08-2008,,,"Auburn-Opelika, AL",45,39,0,0,6,1,100
08-2008,,,"Augusta-Richmond County, GA-SC",105,105,0,0,0,0,75
08-2008,,,"Austin-Round Rock, TX",1318,598,14,0,706,32,100
08-2008,,,"Bakersfield, CA",142,125,4,8,5,1,86
08-2008,,,"Baltimore-Towson, MD",419,268,0,0,151,4,100
08-2008,,,"Bangor, ME",14,14,0,0,0,0,53
08-2008,,,"Barnstable Town, MA",34,34,0,0,0,0,87
08-2008,,,"Baton Rouge, LA",316,166,8,0,142,6,93
08-2008,,,"Battle Creek, MI",1,1,0,0,0,0,68
08-2008,,,"Bay City, MI",2,2,0,0,0,0,17
08-2008,,,"Beaumont-Port Arthur, TX",284,38,0,0,246,12,71
08-2008,,,"Bellingham, WA",43,29,0,4,10,1,77
08-2008,,,"Bend, OR",69,59,4,0,6,1,100
08-2008,,,"Billings, MT",92,92,0,0,0,0,92
08-2008,,,"Binghamton, NY",4,4,0,0,0,0,15
08-2008,,,"Birmingham-Hoover, AL",240,204,0,0,36,4,100
08-2008,,,"Bismarck, ND",49,35,2,12,0,0,98
08-2008,,,"Bloomington, IN",21,7,2,0,12,2,85
08-2008,,,"Bloomington-Normal, IL",23,14,0,0,9,1,86
08-2008,,,"Boise City-Nampa, ID",191,189,2,0,0,0,100
08-2008,,,"Boston-Cambridge-Quincy, MA-NH",435,312,12,15,96,12,100
08-2008,,,"Boulder, CO",27,14,0,0,13,2,72
08-2008,,,"Bowling Green, KY",59,23,0,36,0,0,99
08-2008,,,"Bradenton-Sarasota-Venice, FL",209,116,0,0,93,9,100
08-2008,,,"Bremerton-Silverdale, WA",34,34,0,0,0,0,79
08-2008,,,"Bridgeport-Stamford-Norwalk, CT",71,52,2,7,10,2,89
08-2008,,,"Brownsville-Harlingen, TX",91,65,2,0,24,4,83
08-2008,,,"Brunswick, GA",32,32,0,0,0,0,82
08-2008,,,"Buffalo-Niagara Falls, NY",84,76,0,0,8,1,78
08-2008,,,"Burlington, NC",44,44,0,0,0,0,95
08-2008,,,"Burlington-South Burlington, VT",40,17,18,0,5,1,86
08-2008,,,"Canton-Massillon, OH",27,20,2,0,5,1,82
08-2008,,,"Cape Coral-Fort Myers, FL",116,82,0,4,30,3,100
08-2008,,,"Carson City, NV",1,1,0,0,0,0,100
